ty,gk,qk,n_opt,mouth_pred
RACExRELIG,RACExRELIG :: Asian | Agnostic,ADMISSIONa_W43,3,"0.211352,0.312358,0.476290"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON1B_W54,3,"0.321287,0.342008,0.336706"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON1B_W54,3,"0.292044,0.338777,0.369178"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON1B_W54,3,"0.293725,0.340727,0.365547"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON1B_W54,3,"0.314511,0.340067,0.345422"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON1B_W54,3,"0.311981,0.339978,0.348040"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON1B_W54,3,"0.283124,0.338855,0.378020"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON1B_W54,3,"0.308611,0.338943,0.352445"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON1B_W54,3,"0.304397,0.336936,0.358667"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON1B_W54,3,"0.290494,0.342286,0.367219"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON1B_W54,3,"0.312829,0.346270,0.340901"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON1B_W54,3,"0.302842,0.345856,0.351302"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON1B_W54,3,"0.304474,0.342330,0.353196"
RACExRELIG,RACExRELIG :: White | Atheist,ECON1B_W54,3,"0.295463,0.348141,0.356396"
RACExRELIG,RACExRELIG :: White | Jewish,ECON1B_W54,3,"0.305249,0.356872,0.337879"
RACExRELIG,RACExRELIG :: White | Mormon,ECON1B_W54,3,"0.321187,0.350010,0.328804"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON1B_W54,3,"0.281621,0.342365,0.376014"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON1B_W54,3,"0.301984,0.355824,0.342192"
RACExRELIG,RACExRELIG :: White | Other,ECON1B_W54,3,"0.295463,0.348141,0.356396"
RACExRELIG,RACExRELIG :: White | Protestant,ECON1B_W54,3,"0.313674,0.341823,0.344503"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON1B_W54,3,"0.311132,0.339053,0.349815"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON1_W54,4,"0.130888,0.161625,0.403163,0.304324"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON1_W54,4,"0.112256,0.155853,0.447465,0.284426"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON1_W54,4,"0.114184,0.185338,0.441143,0.259335"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON1_W54,4,"0.138516,0.175101,0.397691,0.288692"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON1_W54,4,"0.138781,0.178198,0.389221,0.293799"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON1_W54,4,"0.116576,0.179152,0.457480,0.246792"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON1_W54,4,"0.136563,0.171288,0.414121,0.278028"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON1_W54,4,"0.142285,0.175699,0.399048,0.282968"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON1_W54,4,"0.114413,0.169092,0.442031,0.274463"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON1_W54,4,"0.142488,0.173221,0.387322,0.296970"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON1_W54,4,"0.148079,0.182853,0.372270,0.296799"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON1_W54,4,"0.173814,0.165855,0.373760,0.286571"
RACExRELIG,RACExRELIG :: White | Atheist,ECON1_W54,4,"0.136729,0.174198,0.401870,0.287203"
RACExRELIG,RACExRELIG :: White | Jewish,ECON1_W54,4,"0.131539,0.177005,0.392703,0.298753"
RACExRELIG,RACExRELIG :: White | Mormon,ECON1_W54,4,"0.151271,0.176853,0.380294,0.291582"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON1_W54,4,"0.128660,0.181440,0.408881,0.281019"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON1_W54,4,"0.167361,0.194142,0.335447,0.303051"
RACExRELIG,RACExRELIG :: White | Other,ECON1_W54,4,"0.144754,0.184421,0.366765,0.304059"
RACExRELIG,RACExRELIG :: White | Protestant,ECON1_W54,4,"0.150061,0.176816,0.362802,0.310321"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON1_W54,4,"0.148214,0.171931,0.361145,0.318710"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON3_a_W54,4,"0.344607,0.272606,0.242461,0.140326"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON3_a_W54,4,"0.328670,0.278939,0.244247,0.148143"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON3_a_W54,4,"0.316337,0.297171,0.248295,0.138197"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON3_a_W54,4,"0.330197,0.282432,0.239697,0.147673"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON3_a_W54,4,"0.336426,0.283299,0.236705,0.143569"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON3_a_W54,4,"0.310209,0.293700,0.255171,0.140919"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON3_a_W54,4,"0.324141,0.281618,0.244674,0.149566"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON3_a_W54,4,"0.328913,0.279145,0.242526,0.149416"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON3_a_W54,4,"0.311772,0.281663,0.248567,0.157998"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON3_a_W54,4,"0.323024,0.269896,0.238183,0.168897"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON3_a_W54,4,"0.311905,0.268879,0.237285,0.181932"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON3_a_W54,4,"0.324351,0.260624,0.246754,0.168271"
RACExRELIG,RACExRELIG :: White | Atheist,ECON3_a_W54,4,"0.315121,0.278094,0.253207,0.153578"
RACExRELIG,RACExRELIG :: White | Jewish,ECON3_a_W54,4,"0.322286,0.282203,0.243274,0.152237"
RACExRELIG,RACExRELIG :: White | Mormon,ECON3_a_W54,4,"0.330770,0.267866,0.243894,0.157470"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON3_a_W54,4,"0.307487,0.275630,0.247073,0.169810"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON3_a_W54,4,"0.316879,0.268932,0.239193,0.174997"
RACExRELIG,RACExRELIG :: White | Other,ECON3_a_W54,4,"0.313106,0.272031,0.241949,0.172913"
RACExRELIG,RACExRELIG :: White | Protestant,ECON3_a_W54,4,"0.321318,0.264309,0.236925,0.177449"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON3_a_W54,4,"0.329590,0.264833,0.231895,0.173682"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON3_b_W54,4,"0.276599,0.246012,0.276599,0.200789"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON3_b_W54,4,"0.265734,0.240071,0.280671,0.213523"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON3_b_W54,4,"0.256835,0.258850,0.284291,0.200024"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON3_b_W54,4,"0.272809,0.254286,0.268580,0.204325"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON3_b_W54,4,"0.276076,0.247473,0.269680,0.206771"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON3_b_W54,4,"0.249263,0.255174,0.293704,0.201859"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON3_b_W54,4,"0.268578,0.248394,0.277103,0.205926"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON3_b_W54,4,"0.269254,0.243250,0.277801,0.209695"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON3_b_W54,4,"0.257386,0.243689,0.280484,0.218441"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON3_b_W54,4,"0.275181,0.242846,0.262579,0.219393"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON3_b_W54,4,"0.277572,0.246878,0.250765,0.224785"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON3_b_W54,4,"0.275413,0.235573,0.271143,0.217870"
RACExRELIG,RACExRELIG :: White | Atheist,ECON3_b_W54,4,"0.261397,0.251383,0.280438,0.206782"
RACExRELIG,RACExRELIG :: White | Jewish,ECON3_b_W54,4,"0.270390,0.254008,0.268286,0.207315"
RACExRELIG,RACExRELIG :: White | Mormon,ECON3_b_W54,4,"0.279746,0.244954,0.269029,0.206272"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON3_b_W54,4,"0.263807,0.243982,0.270063,0.222148"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON3_b_W54,4,"0.275804,0.247229,0.257077,0.219890"
RACExRELIG,RACExRELIG :: White | Other,ECON3_b_W54,4,"0.273693,0.247261,0.259127,0.219919"
RACExRELIG,RACExRELIG :: White | Protestant,ECON3_b_W54,4,"0.278588,0.240158,0.255647,0.225607"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON3_b_W54,4,"0.283874,0.235340,0.254463,0.226324"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON3_e_W54,4,"0.307018,0.252546,0.258535,0.181902"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON3_e_W54,4,"0.297340,0.252349,0.258334,0.191977"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON3_e_W54,4,"0.287121,0.269726,0.263477,0.179676"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON3_e_W54,4,"0.299713,0.258369,0.254363,0.187556"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON3_e_W54,4,"0.303448,0.255529,0.255529,0.185494"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON3_e_W54,4,"0.280963,0.266011,0.270200,0.182826"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON3_e_W54,4,"0.293782,0.255242,0.261295,0.189680"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON3_e_W54,4,"0.298228,0.253103,0.259105,0.189565"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON3_e_W54,4,"0.286628,0.256931,0.260978,0.195463"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON3_e_W54,4,"0.298713,0.249584,0.249584,0.202119"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON3_e_W54,4,"0.296968,0.250072,0.242378,0.210582"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON3_e_W54,4,"0.302900,0.243387,0.255067,0.198646"
RACExRELIG,RACExRELIG :: White | Atheist,ECON3_e_W54,4,"0.289801,0.257755,0.263867,0.188577"
RACExRELIG,RACExRELIG :: White | Jewish,ECON3_e_W54,4,"0.295841,0.261079,0.255031,0.188048"
RACExRELIG,RACExRELIG :: White | Mormon,ECON3_e_W54,4,"0.302718,0.252931,0.254914,0.189436"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON3_e_W54,4,"0.288302,0.254426,0.254426,0.202846"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON3_e_W54,4,"0.296028,0.251235,0.249280,0.203457"
RACExRELIG,RACExRELIG :: White | Other,ECON3_e_W54,4,"0.293130,0.254676,0.250728,0.201465"
RACExRELIG,RACExRELIG :: White | Protestant,ECON3_e_W54,4,"0.301325,0.245934,0.244020,0.208721"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON3_e_W54,4,"0.306865,0.242750,0.242750,0.207635"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON3_f_W54,4,"0.307896,0.257256,0.255254,0.179594"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON3_f_W54,4,"0.298237,0.257096,0.255096,0.189571"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON3_f_W54,4,"0.290046,0.276764,0.259996,0.173194"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON3_f_W54,4,"0.302866,0.265199,0.251085,0.180850"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON3_f_W54,4,"0.308902,0.262162,0.250157,0.178779"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON3_f_W54,4,"0.283536,0.272674,0.266358,0.177432"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON3_f_W54,4,"0.297136,0.262221,0.256147,0.184496"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON3_f_W54,4,"0.301194,0.257625,0.255620,0.185560"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON3_f_W54,4,"0.288652,0.262821,0.254735,0.193792"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON3_f_W54,4,"0.300806,0.253304,0.245511,0.200380"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON3_f_W54,4,"0.296287,0.253427,0.241822,0.208464"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON3_f_W54,4,"0.302451,0.244933,0.252708,0.199908"
RACExRELIG,RACExRELIG :: White | Atheist,ECON3_f_W54,4,"0.289891,0.263949,0.261895,0.184266"
RACExRELIG,RACExRELIG :: White | Jewish,ECON3_f_W54,4,"0.298442,0.265440,0.249358,0.186760"
RACExRELIG,RACExRELIG :: White | Mormon,ECON3_f_W54,4,"0.302119,0.254410,0.254410,0.189061"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON3_f_W54,4,"0.287263,0.257501,0.251536,0.203700"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON3_f_W54,4,"0.296589,0.253686,0.245881,0.203843"
RACExRELIG,RACExRELIG :: White | Other,ECON3_f_W54,4,"0.295309,0.256569,0.246740,0.201383"
RACExRELIG,RACExRELIG :: White | Protestant,ECON3_f_W54,4,"0.300162,0.248843,0.243079,0.207916"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON3_f_W54,4,"0.306767,0.246494,0.240784,0.205954"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON3_i_W54,4,"0.297642,0.256583,0.256583,0.189192"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON3_i_W54,4,"0.287608,0.255804,0.255804,0.200783"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON3_i_W54,4,"0.271108,0.275377,0.262767,0.190748"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON3_i_W54,4,"0.288786,0.262942,0.252869,0.195402"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON3_i_W54,4,"0.292006,0.261752,0.251725,0.194518"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON3_i_W54,4,"0.265891,0.267976,0.270078,0.196055"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON3_i_W54,4,"0.283276,0.257926,0.257926,0.200873"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON3_i_W54,4,"0.286459,0.256780,0.256780,0.199981"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON3_i_W54,4,"0.273649,0.259085,0.259085,0.208181"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON3_i_W54,4,"0.288243,0.252394,0.248481,0.210883"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON3_i_W54,4,"0.285394,0.251859,0.242211,0.220536"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON3_i_W54,4,"0.290204,0.246293,0.256104,0.207399"
RACExRELIG,RACExRELIG :: White | Atheist,ECON3_i_W54,4,"0.272751,0.264360,0.266433,0.196456"
RACExRELIG,RACExRELIG :: White | Jewish,ECON3_i_W54,4,"0.284264,0.262901,0.252830,0.200005"
RACExRELIG,RACExRELIG :: White | Mormon,ECON3_i_W54,4,"0.290941,0.252774,0.254756,0.201529"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON3_i_W54,4,"0.275046,0.254376,0.256371,0.214206"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON3_i_W54,4,"0.284951,0.255428,0.249511,0.210110"
RACExRELIG,RACExRELIG :: White | Other,ECON3_i_W54,4,"0.283445,0.256071,0.248193,0.212291"
RACExRELIG,RACExRELIG :: White | Protestant,ECON3_i_W54,4,"0.289111,0.247290,0.245366,0.218233"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON3_i_W54,4,"0.294511,0.246073,0.242258,0.217159"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON4_b_W54,4,"0.253048,0.208151,0.265192,0.273610"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON4_b_W54,4,"0.234181,0.192632,0.265362,0.307825"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON4_b_W54,4,"0.221313,0.207905,0.277589,0.293193"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON4_b_W54,4,"0.249199,0.211493,0.259126,0.280182"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON4_b_W54,4,"0.251122,0.200212,0.255076,0.293591"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON4_b_W54,4,"0.213312,0.198828,0.287042,0.300818"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON4_b_W54,4,"0.240662,0.202657,0.266388,0.290293"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON4_b_W54,4,"0.242905,0.192153,0.262642,0.302300"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON4_b_W54,4,"0.226819,0.198609,0.269354,0.305218"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON4_b_W54,4,"0.255761,0.207122,0.251796,0.285322"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON4_b_W54,4,"0.258120,0.210671,0.238722,0.292488"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON4_b_W54,4,"0.260953,0.196978,0.250956,0.291114"
RACExRELIG,RACExRELIG :: White | Atheist,ECON4_b_W54,4,"0.229846,0.217614,0.268717,0.283822"
RACExRELIG,RACExRELIG :: White | Jewish,ECON4_b_W54,4,"0.245858,0.215280,0.253662,0.285200"
RACExRELIG,RACExRELIG :: White | Mormon,ECON4_b_W54,4,"0.269598,0.211610,0.251293,0.267500"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON4_b_W54,4,"0.240814,0.202786,0.254351,0.302049"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON4_b_W54,4,"0.270895,0.219378,0.240939,0.268787"
RACExRELIG,RACExRELIG :: White | Other,ECON4_b_W54,4,"0.260767,0.214501,0.244968,0.279763"
RACExRELIG,RACExRELIG :: White | Protestant,ECON4_b_W54,4,"0.266639,0.206042,0.239013,0.288305"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON4_b_W54,4,"0.272606,0.194823,0.233172,0.299399"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON4_c_W54,4,"0.335258,0.253066,0.232226,0.179450"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON4_c_W54,4,"0.328224,0.255621,0.229138,0.187017"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON4_c_W54,4,"0.305808,0.271991,0.238163,0.184038"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON4_c_W54,4,"0.319043,0.262438,0.228010,0.190509"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON4_c_W54,4,"0.325562,0.257540,0.225510,0.191388"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON4_c_W54,4,"0.298481,0.269655,0.243613,0.188250"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON4_c_W54,4,"0.311499,0.260267,0.233302,0.194931"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON4_c_W54,4,"0.317912,0.255449,0.230779,0.195860"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON4_c_W54,4,"0.308088,0.263522,0.232557,0.195833"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON4_c_W54,4,"0.316500,0.256310,0.224432,0.202758"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON4_c_W54,4,"0.306789,0.256332,0.222705,0.214173"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON4_c_W54,4,"0.323467,0.246080,0.231171,0.199282"
RACExRELIG,RACExRELIG :: White | Atheist,ECON4_c_W54,4,"0.298674,0.263578,0.241873,0.195875"
RACExRELIG,RACExRELIG :: White | Jewish,ECON4_c_W54,4,"0.313108,0.263663,0.227292,0.195938"
RACExRELIG,RACExRELIG :: White | Mormon,ECON4_c_W54,4,"0.324450,0.250715,0.226502,0.198332"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON4_c_W54,4,"0.304916,0.258779,0.228371,0.207934"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON4_c_W54,4,"0.312357,0.252954,0.224982,0.209707"
RACExRELIG,RACExRELIG :: White | Other,ECON4_c_W54,4,"0.310572,0.255469,0.225451,0.208508"
RACExRELIG,RACExRELIG :: White | Protestant,ECON4_c_W54,4,"0.314815,0.249039,0.219776,0.216369"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON4_c_W54,4,"0.324471,0.244923,0.214462,0.216144"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON4_f_W54,4,"0.289949,0.240376,0.255879,0.213795"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON4_f_W54,4,"0.279203,0.235112,0.254217,0.231467"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON4_f_W54,4,"0.260395,0.252383,0.264495,0.222727"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON4_f_W54,4,"0.280115,0.247201,0.251094,0.221590"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON4_f_W54,4,"0.285500,0.240415,0.249992,0.224092"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON4_f_W54,4,"0.252461,0.244694,0.272976,0.229869"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON4_f_W54,4,"0.273350,0.241231,0.258803,0.226616"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON4_f_W54,4,"0.278651,0.232822,0.255705,0.232822"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON4_f_W54,4,"0.263267,0.237842,0.259185,0.239707"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON4_f_W54,4,"0.280911,0.238406,0.245974,0.234710"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON4_f_W54,4,"0.278300,0.236190,0.239910,0.245599"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON4_f_W54,4,"0.289266,0.225280,0.249363,0.236092"
RACExRELIG,RACExRELIG :: White | Atheist,ECON4_f_W54,4,"0.262589,0.246680,0.262589,0.228142"
RACExRELIG,RACExRELIG :: White | Jewish,ECON4_f_W54,4,"0.278236,0.243631,0.247468,0.230665"
RACExRELIG,RACExRELIG :: White | Mormon,ECON4_f_W54,4,"0.289814,0.232872,0.249836,0.227478"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON4_f_W54,4,"0.266870,0.233679,0.250701,0.248750"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON4_f_W54,4,"0.286230,0.237293,0.241030,0.235447"
RACExRELIG,RACExRELIG :: White | Other,ECON4_f_W54,4,"0.282525,0.237910,0.241656,0.237910"
RACExRELIG,RACExRELIG :: White | Protestant,ECON4_f_W54,4,"0.285111,0.230890,0.238219,0.245781"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON4_f_W54,4,"0.293538,0.223312,0.234029,0.249122"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON4_g_W54,4,"0.202766,0.168099,0.281513,0.347622"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON4_g_W54,4,"0.176607,0.147561,0.277842,0.397990"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON4_g_W54,4,"0.168302,0.159345,0.293080,0.379274"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON4_g_W54,4,"0.206717,0.171375,0.267512,0.354396"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON4_g_W54,4,"0.202889,0.160499,0.260515,0.376097"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON4_g_W54,4,"0.163043,0.147297,0.304604,0.385056"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON4_g_W54,4,"0.197338,0.158565,0.278291,0.365806"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON4_g_W54,4,"0.197410,0.151360,0.267728,0.383502"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON4_g_W54,4,"0.174458,0.149222,0.283173,0.393147"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON4_g_W54,4,"0.216682,0.168752,0.257317,0.357249"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON4_g_W54,4,"0.223800,0.175662,0.240102,0.360436"
RACExRELIG,RACExRELIG :: White | Agnostic,ECON4_g_W54,4,"0.228117,0.160501,0.252503,0.358879"
RACExRELIG,RACExRELIG :: White | Atheist,ECON4_g_W54,4,"0.189675,0.188199,0.275975,0.346151"
RACExRELIG,RACExRELIG :: White | Jewish,ECON4_g_W54,4,"0.199670,0.173476,0.262462,0.364392"
RACExRELIG,RACExRELIG :: White | Mormon,ECON4_g_W54,4,"0.225093,0.169909,0.259080,0.345918"
RACExRELIG,RACExRELIG :: White | Nothing in particular,ECON4_g_W54,4,"0.193275,0.160231,0.262120,0.384374"
RACExRELIG,RACExRELIG :: White | Orthodox,ECON4_g_W54,4,"0.239291,0.189295,0.246887,0.324527"
RACExRELIG,RACExRELIG :: White | Other,ECON4_g_W54,4,"0.223221,0.176582,0.249021,0.351176"
RACExRELIG,RACExRELIG :: White | Protestant,ECON4_g_W54,4,"0.230080,0.169650,0.241121,0.359149"
RACExRELIG,RACExRELIG :: White | Roman Catholic,ECON4_g_W54,4,"0.229809,0.156716,0.231612,0.381863"
RACExRELIG,RACExRELIG :: Asian | Hindu,ECON4_h_W54,4,"0.303273,0.253394,0.247524,0.195808"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,ECON4_h_W54,4,"0.292500,0.252151,0.246310,0.209040"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,ECON4_h_W54,4,"0.272373,0.268150,0.253879,0.205598"
RACExRELIG,RACExRELIG :: Black | Protestant,ECON4_h_W54,4,"0.293325,0.260889,0.239405,0.206380"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,ECON4_h_W54,4,"0.297956,0.254855,0.237551,0.209638"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,ECON4_h_W54,4,"0.263347,0.263347,0.263347,0.209959"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,ECON4_h_W54,4,"0.286057,0.256420,0.246597,0.210926"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,ECON4_h_W54,4,"0.289029,0.251112,0.243387,0.216472"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,ECON4_h_W54,4,"0.274113,0.257505,0.251540,0.216841"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,ECON4_h_W54,4,"0.292246,0.253908,0.236668,0.217179"
RACExRELIG,RACExRELIG :: Refused | Protestant,ECON4_h_W54,4,"0.282916,0.251630,0.234545,0.230909"
