ty,gk,qk,n_opt,mouth_pred
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",DNA3a_W50,2,"0.670608,0.329392"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",DNA3a_W50,2,"0.644225,0.355775"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",DNA3a_W50,2,"0.647798,0.352202"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",DNA3a_W50,2,"0.646014,0.353986"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,DNA3a_W50,2,"0.594551,0.405449"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",DNA3a_W50,2,"0.638835,0.361165"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",DNA3a_W50,2,"0.638835,0.361165"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",DNA3a_W50,2,"0.649579,0.350421"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",DNA3a_W50,2,"0.631594,0.368406"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",DNA3a_W50,2,"0.640636,0.359364"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,DNA3a_W50,2,"0.579400,0.420600"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",DNA3a_W50,2,"0.626124,0.373876"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",DNA3a_W50,2,"0.646014,0.353986"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",DNA3a_W50,2,"0.667148,0.332852"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",DNA3a_W50,2,"0.631594,0.368406"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",DNA3a_W50,2,"0.627951,0.372049"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",DNA3a_W50,2,"0.646014,0.353986"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",DNA3a_W50,2,"0.680879,0.319121"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,DNA3a_W50,2,"0.594551,0.405449"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",DNA3a_W50,2,"0.615088,0.384912"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",DNA3a_W50,2,"0.602062,0.397938"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",DNA3a_W50,2,"0.594551,0.405449"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",DNA3a_W50,2,"0.603932,0.396068"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",DNA3a_W50,2,"0.618780,0.381220"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",DNA3a_W50,2,"0.624294,0.375706"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",DNA3c_W50,2,"0.699254,0.300746"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",DNA3c_W50,2,"0.637031,0.362969"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",DNA3c_W50,2,"0.607663,0.392337"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",DNA3c_W50,2,"0.638835,0.361165"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",DNA3c_W50,2,"0.656658,0.343342"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,DNA3c_W50,2,"0.592667,0.407333"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",DNA3c_W50,2,"0.672332,0.327668"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",DNA3c_W50,2,"0.637031,0.362969"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",DNA3c_W50,2,"0.618780,0.381220"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",DNA3c_W50,2,"0.620622,0.379378"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",DNA3c_W50,2,"0.611382,0.388618"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,DNA3c_W50,2,"0.566019,0.433981"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",DNA3c_W50,2,"0.635222,0.364778"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",DNA3c_W50,2,"0.607663,0.392337"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",DNA3c_W50,2,"0.622459,0.377541"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",DNA3c_W50,2,"0.607663,0.392337"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",DNA3c_W50,2,"0.607663,0.392337"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,DNA3c_W50,2,"0.554470,0.445530"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",DNA3c_W50,2,"0.598312,0.401688"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",DNA3c_W50,2,"0.616936,0.383064"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",DNA3c_W50,2,"0.667148,0.332852"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",DNA3c_W50,2,"0.603932,0.396068"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",DNA3c_W50,2,"0.602062,0.397938"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",DNA3c_W50,2,"0.620622,0.379378"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",DNA3c_W50,2,"0.656658,0.343342"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,DNA3c_W50,2,"0.571767,0.428233"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",DNA3c_W50,2,"0.613237,0.386763"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",DNA3c_W50,2,"0.573678,0.426322"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",DNA3c_W50,2,"0.567937,0.432063"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",DNA3c_W50,2,"0.577495,0.422505"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",DNA3c_W50,2,"0.585101,0.414899"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",DNA5_W50,2,"0.596433,0.403567"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",DNA5_W50,2,"0.581303,0.418697"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",DNA5_W50,2,"0.548674,0.451327"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",DNA5_W50,2,"0.554470,0.445530"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",DNA5_W50,2,"0.537041,0.462959"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,DNA5_W50,2,"0.509764,0.490236"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",DNA5_W50,2,"0.571767,0.428233"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",DNA5_W50,2,"0.596433,0.403567"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",DNA5_W50,2,"0.567937,0.432063"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",DNA5_W50,2,"0.571767,0.428233"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",DNA5_W50,2,"0.548674,0.451327"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,DNA5_W50,2,"0.521471,0.478529"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",DNA5_W50,2,"0.546738,0.453262"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",DNA5_W50,2,"0.569853,0.430147"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",DNA5_W50,2,"0.560253,0.439747"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",DNA5_W50,2,"0.552540,0.447460"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",DNA5_W50,2,"0.529263,0.470737"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,DNA5_W50,2,"0.503906,0.496094"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",DNA5_W50,2,"0.566019,0.433981"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",DNA5_W50,2,"0.540924,0.459076"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",DNA5_W50,2,"0.562177,0.437824"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",DNA5_W50,2,"0.569853,0.430147"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",DNA5_W50,2,"0.548674,0.451327"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",DNA5_W50,2,"0.567937,0.432063"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",DNA5_W50,2,"0.558327,0.441673"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,DNA5_W50,2,"0.529263,0.470737"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",DNA5_W50,2,"0.529263,0.470737"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",DNA5_W50,2,"0.540924,0.459076"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",DNA5_W50,2,"0.521471,0.478529"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",DNA5_W50,2,"0.529263,0.470737"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",DNA5_W50,2,"0.515620,0.484380"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",DNA5_W50,2,"0.511717,0.488283"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",DNATEST_W50,2,"0.684264,0.315736"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",DNATEST_W50,2,"0.627951,0.372049"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",DNATEST_W50,2,"0.600188,0.399812"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",DNATEST_W50,2,"0.613237,0.386763"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",DNATEST_W50,2,"0.598312,0.401688"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,DNATEST_W50,2,"0.566019,0.433981"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",DNATEST_W50,2,"0.629775,0.370225"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",DNATEST_W50,2,"0.631594,0.368406"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",DNATEST_W50,2,"0.607663,0.392337"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",DNATEST_W50,2,"0.609524,0.390476"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",DNATEST_W50,2,"0.585101,0.414899"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,DNATEST_W50,2,"0.566019,0.433981"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",DNATEST_W50,2,"0.615088,0.384912"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",DNATEST_W50,2,"0.611382,0.388618"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",DNATEST_W50,2,"0.616936,0.383064"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",DNATEST_W50,2,"0.605799,0.394201"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",DNATEST_W50,2,"0.581303,0.418697"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,DNATEST_W50,2,"0.564098,0.435902"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",DNATEST_W50,2,"0.615088,0.384912"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",DNATEST_W50,2,"0.603932,0.396068"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",DNATEST_W50,2,"0.651355,0.348645"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",DNATEST_W50,2,"0.618780,0.381220"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",DNATEST_W50,2,"0.613237,0.386763"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",DNATEST_W50,2,"0.631594,0.368406"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",DNATEST_W50,2,"0.620622,0.379378"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,DNATEST_W50,2,"0.592667,0.407333"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",DNATEST_W50,2,"0.596433,0.403567"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",DNATEST_W50,2,"0.586996,0.413004"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",DNATEST_W50,2,"0.577495,0.422505"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",DNATEST_W50,2,"0.586996,0.413004"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",DNATEST_W50,2,"0.583203,0.416797"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",DNATEST_W50,2,"0.569853,0.430147"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",DRONE4B_W27,3,"0.383850,0.399141,0.217009"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",DRONE4B_W27,3,"0.309762,0.433436,0.256802"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",DRONE4B_W27,3,"0.289403,0.434446,0.276151"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",DRONE4B_W27,3,"0.298519,0.448131,0.253350"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",DRONE4B_W27,3,"0.289375,0.455252,0.255373"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",DRONE4B_W27,3,"0.308094,0.434483,0.257423"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",DRONE4B_W27,3,"0.298136,0.430409,0.271455"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",DRONE4B_W27,3,"0.273343,0.433402,0.293255"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",DRONE4B_W27,3,"0.277566,0.447028,0.275406"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",DRONE4B_W27,3,"0.267092,0.450803,0.282105"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",DRONE4B_W27,3,"0.307653,0.427134,0.265213"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",DRONE4B_W27,3,"0.278896,0.442207,0.278896"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",DRONE4B_W27,3,"0.289124,0.430648,0.280228"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",DRONE4B_W27,3,"0.283493,0.445997,0.270511"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",DRONE4B_W27,3,"0.270193,0.459614,0.270193"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",DRONE4B_W27,3,"0.279121,0.456612,0.264267"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",DRONE4B_W27,3,"0.316273,0.425592,0.258135"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",DRONE4B_W27,3,"0.287853,0.428756,0.283391"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",DRONE4B_W27,3,"0.281756,0.422966,0.295278"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",DRONE4B_W27,3,"0.292261,0.435322,0.272417"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",DRONE4B_W27,3,"0.295343,0.439913,0.264744"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",DRONE4B_W27,3,"0.334259,0.390788,0.274954"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",DRONE4B_W27,3,"0.303581,0.402179,0.294240"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",DRONE4B_W27,3,"0.297717,0.397505,0.304778"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",DRONE4B_W27,3,"0.313730,0.402838,0.283432"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",DRONE4B_W27,3,"0.297884,0.420084,0.282031"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",E5_W36,3,"0.564915,0.201427,0.233659"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",E5_W36,3,"0.435355,0.255932,0.308713"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",E5_W36,3,"0.435052,0.265942,0.299006"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",E5_W36,3,"0.438896,0.264132,0.296972"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",E5_W36,3,"0.249476,0.291667,0.458857"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",E5_W36,3,"0.512227,0.222034,0.265740"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",E5_W36,3,"0.440937,0.251239,0.307824"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",E5_W36,3,"0.436718,0.260776,0.302506"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",E5_W36,3,"0.441125,0.253317,0.305558"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",E5_W36,3,"0.238189,0.280655,0.481155"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,E5_W36,3,"0.250639,0.277432,0.471928"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",E5_W36,3,"0.485381,0.229278,0.285341"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",E5_W36,3,"0.423871,0.251135,0.324993"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",E5_W36,3,"0.439875,0.250633,0.309491"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",E5_W36,3,"0.430648,0.259168,0.310184"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",E5_W36,3,"0.238189,0.280655,0.481155"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",E5_W36,3,"0.219629,0.277637,0.502735"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",E5_W36,3,"0.486249,0.227900,0.285851"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",E5_W36,3,"0.407253,0.262943,0.329804"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",E5_W36,3,"0.411163,0.276042,0.312796"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",E5_W36,3,"0.416582,0.268966,0.314453"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",E5_W36,3,"0.221521,0.271413,0.507066"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,E5_W36,3,"0.241562,0.278036,0.480403"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",E5_W36,3,"0.418482,0.268090,0.313428"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",E5_W36,3,"0.369134,0.278637,0.352230"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",E5_W36,3,"0.376614,0.291025,0.332361"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",E5_W36,3,"0.371842,0.289591,0.338566"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",E5_W36,3,"0.241028,0.290735,0.468237"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",E5_W36,3,"0.196110,0.227491,0.576399"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",EARN_W36,3,"0.419194,0.264382,0.316424"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",EARN_W36,3,"0.371978,0.291969,0.336054"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",EARN_W36,3,"0.357687,0.287410,0.354903"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",EARN_W36,3,"0.359413,0.300301,0.340286"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",EARN_W36,3,"0.364087,0.285775,0.350139"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",EARN_W36,3,"0.389947,0.276514,0.333539"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",EARN_W36,3,"0.371160,0.280167,0.348673"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",EARN_W36,3,"0.357840,0.278686,0.363475"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",EARN_W36,3,"0.356883,0.289012,0.354105"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",EARN_W36,3,"0.361967,0.273227,0.364806"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,EARN_W36,3,"0.325623,0.278520,0.395857"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",EARN_W36,3,"0.381529,0.279132,0.339339"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",EARN_W36,3,"0.368117,0.277869,0.354014"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",EARN_W36,3,"0.365922,0.259478,0.374600"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",EARN_W36,3,"0.356694,0.286612,0.356694"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",EARN_W36,3,"0.366848,0.266303,0.366848"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",EARN_W36,3,"0.357059,0.280259,0.362682"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",EARN_W36,3,"0.388408,0.281954,0.329638"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",EARN_W36,3,"0.358037,0.292221,0.349743"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",EARN_W36,3,"0.350919,0.284183,0.364898"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",EARN_W36,3,"0.350220,0.299559,0.350220"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",EARN_W36,3,"0.374153,0.271606,0.354241"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,EARN_W36,3,"0.318852,0.299533,0.381615"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",EARN_W36,3,"0.368562,0.298470,0.332968"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",EARN_W36,3,"0.351039,0.297923,0.351039"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",EARN_W36,3,"0.343267,0.291327,0.365406"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",EARN_W36,3,"0.344091,0.303659,0.352250"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",EARN_W36,3,"0.348763,0.291403,0.359834"
