ty,gk,qk,n_opt,mouth_pred
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,ADKIDS_W50,3,"0.329804,0.262943,0.407253"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,ECON5_k_W54,5,"0.237093,0.183211,0.162951,0.190509,0.226235"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,ELECT_CONF3_PRVSUP_W92,4,"0.459522,0.238397,0.188587,0.113494"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,ELECT_CONF3_PRVSUP_W92,4,"0.402504,0.272348,0.202392,0.122757"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,ELECT_CONF3_PRVSUP_W92,4,"0.372909,0.316484,0.219222,0.091385"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,ELECT_CONF3_PRVSUP_W92,4,"0.352762,0.285675,0.219035,0.142529"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,ELECT_CONF3_PRVSUP_W92,4,"0.363679,0.294516,0.212132,0.129674"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,ELECT_CONF3_PRVSUP_W92,4,"0.328802,0.341900,0.231341,0.097956"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,ELECT_CONF3_PRVSUP_W92,4,"0.369064,0.251680,0.210286,0.168970"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,ELECT_CONF3_PRVSUP_W92,4,"0.345535,0.245021,0.204722,0.204722"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,ELECT_CONF3_PRVSUP_W92,4,"0.340718,0.286914,0.226967,0.145401"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,ELECT_CONF3_PRVSUP_W92,4,"0.343662,0.300921,0.221885,0.133533"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,ELECT_CONF3_PRVSUP_W92,4,"0.325241,0.351670,0.230631,0.092458"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very conservative,ELECT_CONF3_PRVSUP_W92,4,"0.354970,0.253686,0.216989,0.174355"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,ELECT_CONF3_PRVSUP_W92,4,"0.334565,0.246692,0.211007,0.207736"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,ELECT_CONF3_PRVSUP_W92,4,"0.338187,0.276020,0.223528,0.162264"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,ELECT_CONF3_PRVSUP_W92,4,"0.329399,0.288431,0.222883,0.159287"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,ELECT_CONF3_PRVSUP_W92,4,"0.309056,0.339432,0.233288,0.118224"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Conservative,ELECT_CONF3_PRVSUP_W92,4,"0.312193,0.275509,0.230197,0.182101"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,ELECT_CONF3_PRVSUP_W92,4,"0.277673,0.319599,0.246967,0.155760"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,ELECT_CONF3_PRVSUP_W92,4,"0.351269,0.280056,0.216411,0.152264"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,ELECT_CONF3_PRVSUP_W92,4,"0.340708,0.289155,0.216567,0.153569"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,ELECT_CONF3_PRVSUP_W92,4,"0.321396,0.331598,0.229691,0.117315"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,ELECT_CONF3_PRVSUP_W92,4,"0.293874,0.276069,0.218388,0.211669"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,ELECT_CONF3_PRVSUP_W92,4,"0.367669,0.235537,0.203046,0.193748"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,ELECT_CONF3_PRVSUP_W92,4,"0.342173,0.235172,0.196493,0.226162"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,FAMSURV10e_W50,4,"0.555846,0.198193,0.158013,0.087948"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,FAMSURV10e_W50,4,"0.544124,0.216437,0.154681,0.084758"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,FAMSURV10e_W50,4,"0.513001,0.238568,0.180080,0.068351"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,FAMSURV10e_W50,4,"0.528020,0.189748,0.146626,0.135607"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,FAMSURV10e_W50,4,"0.489294,0.242218,0.175831,0.092657"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,FAMSURV10e_W50,4,"0.497121,0.253905,0.167821,0.081153"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,FAMSURV10e_W50,4,"0.463789,0.279113,0.191831,0.065267"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Refused,FAMSURV10e_W50,4,"0.425573,0.252144,0.183037,0.139247"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,FAMSURV10e_W50,4,"0.534139,0.212466,0.153033,0.100362"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,FAMSURV10e_W50,4,"0.492773,0.220382,0.156274,0.130572"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,FAMSURV10e_W50,4,"0.474583,0.242393,0.185850,0.097174"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,FAMSURV10e_W50,4,"0.487656,0.251024,0.175243,0.086076"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,FAMSURV10e_W50,4,"0.469694,0.273970,0.191262,0.065074"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,FAMSURV10e_W50,4,"0.467103,0.222374,0.169173,0.141350"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,FAMSURV10e_W50,4,"0.477342,0.236301,0.175604,0.110752"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,FAMSURV10e_W50,4,"0.476685,0.247301,0.171300,0.104714"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,FAMSURV10e_W50,4,"0.457578,0.273232,0.187789,0.081401"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,FAMSURV10e_W50,4,"0.389081,0.280245,0.216556,0.114117"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,FAMSURV10e_W50,4,"0.459395,0.242084,0.184168,0.114353"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,FAMSURV10e_W50,4,"0.451830,0.255441,0.181135,0.111594"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,FAMSURV10e_W50,4,"0.434098,0.278093,0.200303,0.087506"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,FAMSURV10e_W50,4,"0.390645,0.248309,0.190385,0.170660"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,FAMSURV10e_W50,4,"0.494792,0.206260,0.159385,0.139563"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,FAMSURV10e_W50,4,"0.450546,0.217870,0.161907,0.169677"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,FAMSURV11M_W50,3,"0.473822,0.227342,0.298836"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,FAMSURV11M_W50,3,"0.441136,0.236123,0.322742"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,FAMSURV11M_W50,3,"0.442530,0.238727,0.318743"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,FAMSURV11M_W50,3,"0.386838,0.249761,0.363401"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,FAMSURV11M_W50,3,"0.431690,0.259795,0.308515"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,FAMSURV11M_W50,3,"0.394688,0.275537,0.329775"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,FAMSURV11M_W50,3,"0.403200,0.272819,0.323981"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Refused,FAMSURV11M_W50,3,"0.368329,0.280210,0.351462"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,FAMSURV11M_W50,3,"0.377569,0.267737,0.354694"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,FAMSURV11M_W50,3,"0.359134,0.273215,0.367651"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,FAMSURV11M_W50,3,"0.428361,0.255786,0.315853"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,FAMSURV11M_W50,3,"0.403268,0.262411,0.334321"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,FAMSURV11M_W50,3,"0.400562,0.264755,0.334682"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,FAMSURV11M_W50,3,"0.355275,0.272399,0.372325"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,FAMSURV11M_W50,3,"0.431130,0.253448,0.315422"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,FAMSURV11M_W50,3,"0.397859,0.267110,0.335031"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,FAMSURV11M_W50,3,"0.401813,0.267665,0.330522"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,FAMSURV11M_W50,3,"0.371242,0.295980,0.332779"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,FAMSURV11M_W50,3,"0.431982,0.251973,0.316045"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,FAMSURV11M_W50,3,"0.402652,0.266136,0.331212"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,FAMSURV11M_W50,3,"0.409538,0.266491,0.323971"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,FAMSURV11M_W50,3,"0.374946,0.270063,0.354991"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,FAMSURV11M_W50,3,"0.377029,0.263208,0.359763"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,FAMSURV11M_W50,3,"0.363227,0.267827,0.368947"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,FAMSURV11W_W50,3,"0.341849,0.285625,0.372526"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,FAMSURV11W_W50,3,"0.312051,0.284126,0.403824"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,FAMSURV11W_W50,3,"0.303779,0.306161,0.390060"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,FAMSURV11W_W50,3,"0.301037,0.267748,0.431215"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,FAMSURV11W_W50,3,"0.303972,0.308758,0.387270"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,FAMSURV11W_W50,3,"0.283432,0.313730,0.402838"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,FAMSURV11W_W50,3,"0.280956,0.325915,0.393129"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Refused,FAMSURV11W_W50,3,"0.268269,0.306373,0.425357"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,FAMSURV11W_W50,3,"0.277715,0.288778,0.433507"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,FAMSURV11W_W50,3,"0.279585,0.283988,0.436427"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,FAMSURV11W_W50,3,"0.305228,0.302852,0.391920"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,FAMSURV11W_W50,3,"0.289601,0.298794,0.411606"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,FAMSURV11W_W50,3,"0.278007,0.317494,0.404498"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,FAMSURV11W_W50,3,"0.284330,0.282118,0.433552"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,FAMSURV11W_W50,3,"0.309692,0.304890,0.385418"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,FAMSURV11W_W50,3,"0.291006,0.304972,0.404022"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,FAMSURV11W_W50,3,"0.281098,0.328637,0.390266"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,FAMSURV11W_W50,3,"0.291119,0.335076,0.373805"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,FAMSURV11W_W50,3,"0.310000,0.298124,0.391876"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,FAMSURV11W_W50,3,"0.301477,0.299131,0.399392"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,FAMSURV11W_W50,3,"0.292703,0.316487,0.390810"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,FAMSURV11W_W50,3,"0.283991,0.293006,0.423003"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,FAMSURV11W_W50,3,"0.290096,0.281170,0.428734"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,FAMSURV11W_W50,3,"0.296573,0.278605,0.424822"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,FAMSURV18A_W50,2,"0.692642,0.307358"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,FAMSURV18A_W50,2,"0.654895,0.345105"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,FAMSURV18A_W50,2,"0.663669,0.336331"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,FAMSURV18A_W50,2,"0.629775,0.370225"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,FAMSURV18A_W50,2,"0.590779,0.409221"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,FAMSURV18A_W50,2,"0.602062,0.397938"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,FAMSURV18A_W50,2,"0.600188,0.399812"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Refused,FAMSURV18A_W50,2,"0.571767,0.428233"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,FAMSURV18A_W50,2,"0.585101,0.414899"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,FAMSURV18A_W50,2,"0.569853,0.430147"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,FAMSURV18A_W50,2,"0.605799,0.394201"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,FAMSURV18A_W50,2,"0.600188,0.399812"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,FAMSURV18A_W50,2,"0.631594,0.368406"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,FAMSURV18A_W50,2,"0.579400,0.420600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,FAMSURV18A_W50,2,"0.605799,0.394201"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,FAMSURV18A_W50,2,"0.594551,0.405449"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,FAMSURV18A_W50,2,"0.616936,0.383064"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,FAMSURV18A_W50,2,"0.569853,0.430147"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,FAMSURV18A_W50,2,"0.600188,0.399812"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,FAMSURV18A_W50,2,"0.583203,0.416797"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,FAMSURV18A_W50,2,"0.607663,0.392337"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,FAMSURV18A_W50,2,"0.579400,0.420600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,FAMSURV18A_W50,2,"0.594551,0.405449"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,FAMSURV18A_W50,2,"0.581303,0.418697"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,FAMSURV20_W50,2,"0.704160,0.295840"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,FAMSURV20_W50,2,"0.660172,0.339828"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,FAMSURV20_W50,2,"0.672332,0.327668"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,FAMSURV20_W50,2,"0.637031,0.362969"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,FAMSURV20_W50,2,"0.602062,0.397938"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,FAMSURV20_W50,2,"0.609524,0.390476"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,FAMSURV20_W50,2,"0.607663,0.392337"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Refused,FAMSURV20_W50,2,"0.575588,0.424412"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,FAMSURV20_W50,2,"0.592667,0.407333"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,FAMSURV20_W50,2,"0.575588,0.424412"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,FAMSURV20_W50,2,"0.611382,0.388618"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,FAMSURV20_W50,2,"0.605799,0.394201"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,FAMSURV20_W50,2,"0.637031,0.362969"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,FAMSURV20_W50,2,"0.585101,0.414899"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,FAMSURV20_W50,2,"0.615088,0.384912"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,FAMSURV20_W50,2,"0.600188,0.399812"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,FAMSURV20_W50,2,"0.618780,0.381220"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,FAMSURV20_W50,2,"0.575588,0.424412"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,FAMSURV20_W50,2,"0.607663,0.392337"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,FAMSURV20_W50,2,"0.586996,0.413004"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,FAMSURV20_W50,2,"0.609524,0.390476"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,FAMSURV20_W50,2,"0.581303,0.418697"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,FAMSURV20_W50,2,"0.596433,0.403567"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,FAMSURV20_W50,2,"0.581303,0.418697"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,FAMSURV21_W50,2,"0.620622,0.379378"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,FAMSURV21_W50,2,"0.615088,0.384912"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,FAMSURV21_W50,2,"0.567937,0.432063"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,FAMSURV21_W50,2,"0.579400,0.420600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,FAMSURV21_W50,2,"0.571767,0.428233"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Refused,FAMSURV21_W50,2,"0.552540,0.447460"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,FAMSURV21_W50,2,"0.571767,0.428233"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,FAMSURV21_W50,2,"0.552540,0.447460"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,FAMSURV21_W50,2,"0.585101,0.414899"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,FAMSURV21_W50,2,"0.583203,0.416797"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,FAMSURV21_W50,2,"0.556400,0.443600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,FAMSURV21_W50,2,"0.575588,0.424412"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,FAMSURV21_W50,2,"0.571767,0.428233"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,FAMSURV21_W50,2,"0.566019,0.433981"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,FAMSURV21_W50,2,"0.546738,0.453262"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,FAMSURV21_W50,2,"0.566019,0.433981"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,FAMSURV21_W50,2,"0.558327,0.441673"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,FAMSURV21_W50,2,"0.558327,0.441673"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,FAMSURV21_W50,2,"0.562177,0.437824"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,FAMSURV21_W50,2,"0.538983,0.461017"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,FAMSURV22c_W50,3,"0.363401,0.249761,0.386838"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,FAMSURV22c_W50,3,"0.297502,0.273003,0.429495"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,FAMSURV22c_W50,3,"0.254137,0.252159,0.493704"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,FAMSURV22c_W50,3,"0.306001,0.255673,0.438326"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,FAMSURV22c_W50,3,"0.300287,0.295632,0.404081"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,FAMSURV22c_W50,3,"0.279529,0.297557,0.422914"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,FAMSURV22c_W50,3,"0.243203,0.284333,0.472463"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Refused,FAMSURV22c_W50,3,"0.250498,0.266654,0.482848"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,FAMSURV22c_W50,3,"0.289457,0.282752,0.427790"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,FAMSURV22c_W50,3,"0.287521,0.280860,0.431619"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,FAMSURV22c_W50,3,"0.292682,0.281469,0.425849"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,FAMSURV22c_W50,3,"0.265317,0.286876,0.447807"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,FAMSURV22c_W50,3,"0.225192,0.251220,0.523588"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,FAMSURV22c_W50,3,"0.279938,0.269214,0.450848"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,FAMSURV22c_W50,3,"0.306118,0.278724,0.415158"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,FAMSURV22c_W50,3,"0.284339,0.288817,0.426844"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,FAMSURV22c_W50,3,"0.244255,0.266175,0.489570"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,FAMSURV22c_W50,3,"0.265987,0.274430,0.459584"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,FAMSURV22c_W50,3,"0.290732,0.279594,0.429674"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,FAMSURV22c_W50,3,"0.278958,0.292346,0.428696"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,FAMSURV22c_W50,3,"0.249451,0.269721,0.480829"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,FAMSURV22c_W50,3,"0.251684,0.247782,0.500534"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,FAMSURV22c_W50,3,"0.291494,0.267490,0.441016"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,FAMSURV22c_W50,3,"0.289483,0.265645,0.444872"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,FAMSURV22d_W50,3,"0.474180,0.265991,0.259829"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,FAMSURV22d_W50,3,"0.439091,0.292498,0.268411"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,FAMSURV22d_W50,3,"0.405013,0.300980,0.294008"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,FAMSURV22d_W50,3,"0.427760,0.280532,0.291707"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,FAMSURV22d_W50,3,"0.398099,0.317392,0.284509"
