ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,ADMISSIONe_W43,3,"0.451430,0.330273,0.218297"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GAP21Q33_b_W82,3,"0.620319,0.256575,0.123106"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GAP21Q33_b_W82,3,"0.539340,0.309717,0.150944"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GAP21Q33_b_W82,3,"0.523045,0.335075,0.141880"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GAP21Q33_b_W82,3,"0.572843,0.304235,0.122922"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GAP21Q33_b_W82,3,"0.518401,0.311979,0.169620"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GAP21Q33_b_W82,3,"0.474877,0.342041,0.183081"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GAP21Q33_b_W82,3,"0.456750,0.369887,0.173363"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GAP21Q33_b_W82,3,"0.493525,0.349962,0.156513"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GAP21Q33_b_W82,3,"0.460900,0.334577,0.204523"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GAP21Q33_c_W82,3,"0.367462,0.429606,0.202932"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GAP21Q33_c_W82,3,"0.337027,0.467916,0.195056"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",GAP21Q33_c_W82,3,"0.370701,0.454192,0.175107"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GAP21Q33_c_W82,3,"0.345857,0.423753,0.230390"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GAP21Q33_c_W82,3,"0.413400,0.410183,0.176417"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GAP21Q33_c_W82,3,"0.335782,0.458959,0.205259"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GAP21Q33_c_W82,3,"0.310180,0.487982,0.201838"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GAP21Q33_c_W82,3,"0.343802,0.473607,0.182592"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GAP21Q33_c_W82,3,"0.312487,0.430469,0.257045"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GAP21Q33_c_W82,3,"0.387570,0.419064,0.193366"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GAP21Q33_c_W82,3,"0.317004,0.468501,0.214495"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GAP21Q33_c_W82,3,"0.295814,0.499281,0.204905"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GAP21Q33_c_W82,3,"0.323242,0.485244,0.191515"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GAP21Q33_c_W82,3,"0.299564,0.446199,0.254237"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GAP21Q33_c_W82,3,"0.276928,0.409272,0.313800"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",GAP21Q33_c_W82,3,"0.321036,0.442246,0.236717"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GAP21Q33_c_W82,3,"0.297884,0.420084,0.282031"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GAP21Q33_c_W82,3,"0.431305,0.395788,0.172907"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GAP21Q33_c_W82,3,"0.347802,0.436242,0.215955"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GAP21Q33_c_W82,3,"0.329909,0.465246,0.204845"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GAP21Q33_c_W82,3,"0.362180,0.454276,0.183544"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GAP21Q33_c_W82,3,"0.378968,0.403409,0.217623"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GAP21Q33_c_W82,3,"0.319125,0.436193,0.244682"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GAP21Q33_c_W82,3,"0.303255,0.462408,0.234337"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GAP21Q33_c_W82,3,"0.323398,0.456064,0.220538"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GAP21Q33_c_W82,3,"0.293974,0.421098,0.284929"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GAP21Q33_i_W82,3,"0.564327,0.297379,0.138294"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GAP21Q33_i_W82,3,"0.551963,0.321957,0.126080"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",GAP21Q33_i_W82,3,"0.602738,0.289197,0.108065"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GAP21Q33_i_W82,3,"0.544453,0.298335,0.157212"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GAP21Q33_i_W82,3,"0.654867,0.244706,0.100427"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GAP21Q33_i_W82,3,"0.538215,0.321383,0.140402"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GAP21Q33_i_W82,3,"0.526601,0.345354,0.128045"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GAP21Q33_i_W82,3,"0.574514,0.312358,0.113128"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GAP21Q33_i_W82,3,"0.500831,0.323361,0.175808"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GAP21Q33_i_W82,3,"0.600581,0.279296,0.120124"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GAP21Q33_i_W82,3,"0.520514,0.336069,0.143417"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GAP21Q33_i_W82,3,"0.510618,0.359265,0.130117"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GAP21Q33_i_W82,3,"0.538917,0.339891,0.121192"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GAP21Q33_i_W82,3,"0.480181,0.343170,0.176649"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GAP21Q33_i_W82,3,"0.403276,0.361495,0.235229"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",GAP21Q33_i_W82,3,"0.500377,0.333323,0.166301"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GAP21Q33_i_W82,3,"0.471093,0.334055,0.194852"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GAP21Q33_i_W82,3,"0.660011,0.237180,0.102810"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GAP21Q33_i_W82,3,"0.529573,0.318702,0.151725"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GAP21Q33_i_W82,3,"0.522569,0.340042,0.137389"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GAP21Q33_i_W82,3,"0.567902,0.311185,0.120913"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GAP21Q33_i_W82,3,"0.543878,0.302714,0.153408"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GAP21Q33_i_W82,3,"0.463785,0.347359,0.188856"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GAP21Q33_i_W82,3,"0.453492,0.373032,0.173476"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GAP21Q33_i_W82,3,"0.482553,0.355812,0.161635"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GAP21Q33_i_W82,3,"0.439631,0.347777,0.212592"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GAP21Q34_b_W82,4,"0.364422,0.314151,0.201253,0.120174"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GAP21Q34_b_W82,4,"0.353655,0.329643,0.206285,0.110417"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",GAP21Q34_b_W82,4,"0.357202,0.320194,0.191197,0.131407"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GAP21Q34_b_W82,4,"0.301443,0.268109,0.240331,0.190118"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GAP21Q34_b_W82,4,"0.446357,0.285947,0.168100,0.099596"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GAP21Q34_b_W82,4,"0.350639,0.329395,0.206130,0.113836"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GAP21Q34_b_W82,4,"0.339454,0.342116,0.214091,0.104340"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GAP21Q34_b_W82,4,"0.347715,0.329210,0.198122,0.124954"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GAP21Q34_b_W82,4,"0.278772,0.272314,0.255815,0.193099"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GAP21Q34_b_W82,4,"0.415716,0.294787,0.180200,0.109297"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GAP21Q34_b_W82,4,"0.329865,0.332453,0.216331,0.121351"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GAP21Q34_b_W82,4,"0.343183,0.343183,0.209784,0.103850"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GAP21Q34_b_W82,4,"0.336487,0.333869,0.200926,0.128718"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GAP21Q34_b_W82,4,"0.271568,0.273698,0.259132,0.195603"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GAP21Q34_b_W82,4,"0.275749,0.284503,0.239575,0.200173"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",GAP21Q34_b_W82,4,"0.310213,0.322571,0.225191,0.142026"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GAP21Q34_b_W82,4,"0.252413,0.254393,0.268693,0.224501"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GAP21Q34_b_W82,4,"0.427070,0.288970,0.172552,0.111408"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GAP21Q34_b_W82,4,"0.333889,0.326154,0.212233,0.127724"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GAP21Q34_b_W82,4,"0.335450,0.338081,0.213225,0.113243"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GAP21Q34_b_W82,4,"0.343839,0.323006,0.197450,0.135705"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GAP21Q34_b_W82,4,"0.374553,0.298620,0.194316,0.132512"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GAP21Q34_b_W82,4,"0.297800,0.327069,0.226554,0.148578"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GAP21Q34_b_W82,4,"0.296369,0.338464,0.232623,0.132544"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GAP21Q34_b_W82,4,"0.297677,0.324389,0.216090,0.161844"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GAP21Q34_b_W82,4,"0.243200,0.260915,0.269198,0.226687"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GAP21Q37_W82,2,"0.898410,0.101589"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GAP21Q37_W82,2,"0.908618,0.091382"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",GAP21Q37_W82,2,"0.913058,0.086942"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GAP21Q37_W82,2,"0.858719,0.141281"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GAP21Q37_W82,2,"0.921358,0.078642"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GAP21Q37_W82,2,"0.892563,0.107437"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GAP21Q37_W82,2,"0.901921,0.098079"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GAP21Q37_W82,2,"0.905990,0.094010"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GAP21Q37_W82,2,"0.828939,0.171061"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GAP21Q37_W82,2,"0.898410,0.101589"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GAP21Q37_W82,2,"0.894789,0.105211"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GAP21Q37_W82,2,"0.909907,0.090093"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GAP21Q37_W82,2,"0.901227,0.098773"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GAP21Q37_W82,2,"0.830044,0.169956"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GAP21Q37_W82,2,"0.726426,0.273574"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",GAP21Q37_W82,2,"0.859664,0.140336"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GAP21Q37_W82,2,"0.786623,0.213377"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GAP21Q37_W82,2,"0.917893,0.082107"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GAP21Q37_W82,2,"0.880797,0.119203"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GAP21Q37_W82,2,"0.884838,0.115162"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GAP21Q37_W82,2,"0.895523,0.104477"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GAP21Q37_W82,2,"0.811676,0.188324"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GAP21Q37_W82,2,"0.810479,0.189521"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GAP21Q37_W82,2,"0.808067,0.191933"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GAP21Q37_W82,2,"0.811676,0.188324"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GAP21Q37_W82,2,"0.743168,0.256832"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GAP21Q42_W82,2,"0.583203,0.416797"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GAP21Q42_W82,2,"0.573678,0.426322"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",GAP21Q42_W82,2,"0.571767,0.428233"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GAP21Q42_W82,2,"0.540924,0.459076"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GAP21Q42_W82,2,"0.583203,0.416797"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GAP21Q42_W82,2,"0.583203,0.416797"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GAP21Q42_W82,2,"0.573678,0.426322"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GAP21Q42_W82,2,"0.573678,0.426322"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GAP21Q42_W82,2,"0.537041,0.462959"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GAP21Q42_W82,2,"0.575588,0.424412"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GAP21Q42_W82,2,"0.575588,0.424412"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GAP21Q42_W82,2,"0.577495,0.422505"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GAP21Q42_W82,2,"0.571767,0.428233"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GAP21Q42_W82,2,"0.538983,0.461017"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GAP21Q42_W82,2,"0.544801,0.455199"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",GAP21Q42_W82,2,"0.562177,0.437824"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GAP21Q42_W82,2,"0.533154,0.466846"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GAP21Q42_W82,2,"0.573678,0.426322"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GAP21Q42_W82,2,"0.558327,0.441673"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GAP21Q42_W82,2,"0.562177,0.437824"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GAP21Q42_W82,2,"0.564098,0.435902"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GAP21Q42_W82,2,"0.554470,0.445530"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GAP21Q42_W82,2,"0.548674,0.451327"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GAP21Q42_W82,2,"0.546738,0.453262"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GAP21Q42_W82,2,"0.548674,0.451327"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GAP21Q42_W82,2,"0.521471,0.478529"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GAP21Q43_f_W82,4,"0.633324,0.200847,0.110055,0.055773"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GAP21Q43_f_W82,4,"0.625490,0.212812,0.109546,0.052152"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",GAP21Q43_f_W82,4,"0.653436,0.196197,0.090530,0.059837"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GAP21Q43_f_W82,4,"0.635582,0.192333,0.104570,0.067515"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GAP21Q43_f_W82,4,"0.702650,0.168203,0.084578,0.044569"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GAP21Q43_f_W82,4,"0.645285,0.198344,0.106999,0.049372"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GAP21Q43_f_W82,4,"0.628742,0.215596,0.110116,0.045546"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GAP21Q43_f_W82,4,"0.661297,0.195479,0.090199,0.053025"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GAP21Q43_f_W82,4,"0.619802,0.204389,0.111996,0.063813"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GAP21Q43_f_W82,4,"0.660712,0.192278,0.094444,0.052566"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GAP21Q43_f_W82,4,"0.618670,0.218877,0.110058,0.052396"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GAP21Q43_f_W82,4,"0.636361,0.214826,0.103075,0.045739"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GAP21Q43_f_W82,4,"0.641489,0.213200,0.090983,0.054328"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GAP21Q43_f_W82,4,"0.612699,0.215078,0.108148,0.064075"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GAP21Q43_f_W82,4,"0.553304,0.232460,0.129384,0.084852"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",GAP21Q43_f_W82,4,"0.583688,0.225032,0.130238,0.061042"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GAP21Q43_f_W82,4,"0.588114,0.218052,0.121364,0.072470"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GAP21Q43_f_W82,4,"0.693573,0.172644,0.085465,0.048318"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GAP21Q43_f_W82,4,"0.606619,0.217993,0.118521,0.056867"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GAP21Q43_f_W82,4,"0.602121,0.228539,0.116727,0.052613"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GAP21Q43_f_W82,4,"0.637074,0.206828,0.095435,0.060662"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GAP21Q43_f_W82,4,"0.591221,0.222656,0.115512,0.070611"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GAP21Q43_f_W82,4,"0.551630,0.239114,0.135183,0.074074"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GAP21Q43_f_W82,4,"0.544295,0.253121,0.133385,0.069199"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GAP21Q43_f_W82,4,"0.577811,0.233457,0.111142,0.077590"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GAP21Q43_f_W82,4,"0.563891,0.233235,0.121001,0.081873"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GAP21Q4_a_W82,4,"0.391035,0.337093,0.180433,0.091439"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GAP21Q4_a_W82,4,"0.371819,0.380636,0.159917,0.087627"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",GAP21Q4_a_W82,4,"0.377527,0.365911,0.161109,0.095454"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GAP21Q4_a_W82,4,"0.363133,0.351960,0.171532,0.113376"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GAP21Q4_a_W82,4,"0.510509,0.293161,0.122208,0.074123"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GAP21Q4_a_W82,4,"0.376054,0.347793,0.183274,0.092879"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GAP21Q4_a_W82,4,"0.356489,0.385456,0.165783,0.092272"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GAP21Q4_a_W82,4,"0.366901,0.366901,0.166672,0.099525"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GAP21Q4_a_W82,4,"0.341547,0.352389,0.181394,0.124670"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GAP21Q4_a_W82,4,"0.467318,0.308878,0.135997,0.087806"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GAP21Q4_a_W82,4,"0.354134,0.362532,0.179466,0.103867"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GAP21Q4_a_W82,4,"0.337475,0.407072,0.163192,0.092261"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GAP21Q4_a_W82,4,"0.341263,0.386701,0.166318,0.105718"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GAP21Q4_a_W82,4,"0.314865,0.371001,0.180812,0.133322"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GAP21Q4_a_W82,4,"0.286357,0.350852,0.204650,0.158141"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",GAP21Q4_a_W82,4,"0.329325,0.342443,0.212628,0.115604"
