ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,ADMISSIONe_W43,3,"0.451430,0.330273,0.218297"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FAMSURV35b_W50,2,"0.851953,0.148047"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FAMSURV35c_W50,2,"0.794385,0.205615"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FAMSURV35c_W50,2,"0.746139,0.253861"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FAMSURV35c_W50,2,"0.721743,0.278257"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FAMSURV35c_W50,2,"0.779993,0.220007"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FAMSURV35c_W50,2,"0.702530,0.297470"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FAMSURV35c_W50,2,"0.687630,0.312370"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FAMSURV35c_W50,2,"0.656658,0.343342"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FAMSURV35c_W50,2,"0.649579,0.350421"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FAMSURV35c_W50,2,"0.710628,0.289372"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FAMSURV35c_W50,2,"0.707405,0.292595"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FAMSURV35c_W50,2,"0.682574,0.317426"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FAMSURV35c_W50,2,"0.682574,0.317426"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FAMSURV35c_W50,2,"0.721743,0.278257"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FAMSURV35c_W50,2,"0.738669,0.261331"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FAMSURV35c_W50,2,"0.699254,0.300746"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FAMSURV35c_W50,2,"0.735642,0.264358"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FAMSURV36b_W50,2,"0.738669,0.261331"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FAMSURV36b_W50,2,"0.674050,0.325950"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FAMSURV36b_W50,2,"0.656658,0.343342"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FAMSURV36b_W50,2,"0.712232,0.287768"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FAMSURV36b_W50,2,"0.656658,0.343342"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FAMSURV36b_W50,2,"0.631594,0.368406"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FAMSURV36b_W50,2,"0.609524,0.390476"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FAMSURV36b_W50,2,"0.607663,0.392337"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FAMSURV36b_W50,2,"0.660172,0.339828"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FAMSURV36b_W50,2,"0.663669,0.336331"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FAMSURV36b_W50,2,"0.631594,0.368406"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FAMSURV36b_W50,2,"0.626124,0.373876"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FAMSURV36b_W50,2,"0.672332,0.327668"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FAMSURV36b_W50,2,"0.689306,0.310694"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FAMSURV36b_W50,2,"0.638835,0.361165"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FAMSURV36b_W50,2,"0.687630,0.312370"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FAMSURV44_W50,4,"0.300126,0.275411,0.250764,0.173699"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FAMSURV44_W50,4,"0.287498,0.283041,0.253716,0.175744"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FAMSURV44_W50,4,"0.272035,0.265733,0.267817,0.194415"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FAMSURV44_W50,4,"0.275038,0.258374,0.252389,0.214200"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FAMSURV44_W50,4,"0.328221,0.267886,0.230932,0.172960"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FAMSURV44_W50,4,"0.283406,0.266236,0.246228,0.204130"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FAMSURV44_W50,4,"0.264508,0.254374,0.258380,0.222738"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FAMSURV44_W50,4,"0.276845,0.252070,0.262111,0.208973"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FAMSURV44_W50,4,"0.319580,0.248889,0.228394,0.203137"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FAMSURV44_W50,4,"0.290340,0.250289,0.231480,0.227891"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FAMSURV44_W50,4,"0.270361,0.238593,0.233066,0.257980"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,FAMSURV44_W50,4,"0.271932,0.228990,0.249539,0.249539"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FAMSURV44_W50,4,"0.331064,0.220536,0.202375,0.246026"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FAMSURV5d_W50,3,"0.363441,0.346798,0.289761"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FAMSURV5d_W50,3,"0.325431,0.349137,0.325431"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FAMSURV5d_W50,3,"0.305287,0.340573,0.354140"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FAMSURV5d_W50,3,"0.316019,0.375282,0.308699"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FAMSURV5d_W50,3,"0.333455,0.360550,0.305995"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FAMSURV5d_W50,3,"0.319267,0.358962,0.321771"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FAMSURV5d_W50,3,"0.304474,0.342330,0.353196"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FAMSURV5d_W50,3,"0.313306,0.363442,0.323252"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FAMSURV5d_W50,3,"0.316019,0.375282,0.308699"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FAMSURV5d_W50,3,"0.325755,0.363406,0.310838"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FAMSURV5d_W50,3,"0.313477,0.358002,0.328521"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FAMSURV5d_W50,3,"0.305326,0.348694,0.345980"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FAMSURV5d_W50,3,"0.312652,0.377130,0.310219"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FAMSURV5d_W50,3,"0.333712,0.355234,0.311054"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FAMSURV5d_W50,3,"0.315319,0.349026,0.335655"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,FAMSURV5d_W50,3,"0.306053,0.336134,0.357813"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FAMSURV5d_W50,3,"0.314766,0.367999,0.317235"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FEDSHAREB_W32,3,"0.302129,0.306887,0.390984"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FEDSHAREB_W32,3,"0.258572,0.254563,0.486865"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FEDSHAREB_W32,3,"0.263110,0.282276,0.454614"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FEDSHAREB_W32,3,"0.287279,0.267774,0.444947"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FEDSHAREB_W32,3,"0.288661,0.334853,0.376485"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FEDSHAREB_W32,3,"0.255817,0.280960,0.463224"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FEDSHAREB_W32,3,"0.257440,0.287195,0.455365"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FEDSHAREB_W32,3,"0.289403,0.276151,0.434446"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FEDSHAREB_W32,3,"0.279132,0.339339,0.381529"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FEDSHAREB_W32,3,"0.256554,0.275243,0.468203"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FEDSHAREB_W32,3,"0.262319,0.294933,0.442747"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FEDSHAREB_W32,3,"0.283019,0.278632,0.438349"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FEDSHAREB_W32,3,"0.290667,0.324262,0.385071"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FEDSHAREB_W32,3,"0.260792,0.266976,0.472232"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,FEDSHAREB_W32,3,"0.267438,0.284687,0.447875"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FEDSHAREB_W32,3,"0.286461,0.262872,0.450667"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FEM1F2_W29,3,"0.296552,0.187033,0.516415"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FEM1F2_W29,3,"0.251397,0.154881,0.593721"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FEM1F2_W29,3,"0.225684,0.170355,0.603961"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FEM1F2_W29,3,"0.261104,0.159610,0.579286"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FEM1F2_W29,3,"0.284087,0.209473,0.506440"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FEM1F2_W29,3,"0.244555,0.164187,0.591258"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FEM1F2_W29,3,"0.231029,0.174390,0.594581"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FEM1F2_W29,3,"0.271913,0.170159,0.557929"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FEM1F2_W29,3,"0.270249,0.208832,0.520919"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FEM1F2_W29,3,"0.247248,0.159635,0.593117"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FEM1F2_W29,3,"0.218274,0.164762,0.616965"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FEM1F2_W29,3,"0.248705,0.159326,0.591969"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FEM1F2_W29,3,"0.277572,0.207892,0.514537"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FEM1F2_W29,3,"0.248911,0.163240,0.587849"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,FEM1F2_W29,3,"0.229644,0.174704,0.595652"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FEM1F2_W29,3,"0.253639,0.161223,0.585139"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FEM2_W29,4,"0.319736,0.271357,0.226727,0.182180"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FEM2_W29,4,"0.269856,0.276256,0.259518,0.194370"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FEM2_W29,4,"0.247695,0.282877,0.257562,0.211865"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FEM2_W29,4,"0.286447,0.269092,0.224835,0.219626"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FEM2_W29,4,"0.263413,0.287051,0.255308,0.194228"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FEM2_W29,4,"0.251857,0.299088,0.261890,0.187164"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FEM2_W29,4,"0.230810,0.294059,0.269844,0.205287"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FEM2_W29,4,"0.266966,0.284184,0.239307,0.209544"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FEM2_W29,4,"0.254929,0.284394,0.250977,0.209699"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FEM2_W29,4,"0.243339,0.284492,0.267256,0.204912"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FEM2_W29,4,"0.233338,0.288134,0.264406,0.214123"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FEM2_W29,4,"0.265045,0.277765,0.235736,0.221454"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FEM2_W29,4,"0.265590,0.265590,0.238073,0.230748"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FEM2_W29,4,"0.252227,0.262274,0.252227,0.233272"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,FEM2_W29,4,"0.242632,0.262348,0.254276,0.240744"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FEM2_W29,4,"0.280357,0.247415,0.214958,0.257270"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FIN_SITGROWUP_W54,4,"0.320707,0.292007,0.259717,0.127569"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FIN_SITGROWUP_W54,4,"0.282843,0.305826,0.282843,0.128487"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FIN_SITGROWUP_W54,4,"0.255817,0.306173,0.287623,0.150387"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FIN_SITGROWUP_W54,4,"0.300562,0.300562,0.259101,0.139774"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FIN_SITGROWUP_W54,4,"0.277137,0.302007,0.281502,0.139353"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FIN_SITGROWUP_W54,4,"0.274969,0.323992,0.283697,0.117342"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FIN_SITGROWUP_W54,4,"0.251841,0.313421,0.296741,0.137997"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FIN_SITGROWUP_W54,4,"0.267617,0.300890,0.289363,0.142130"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FIN_SITGROWUP_W54,4,"0.293901,0.308005,0.269698,0.128396"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FIN_SITGROWUP_W54,4,"0.266890,0.297737,0.279698,0.155675"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FIN_SITGROWUP_W54,4,"0.263113,0.310023,0.293524,0.133339"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FIN_SITGROWUP_W54,4,"0.247060,0.298012,0.305079,0.149850"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FIN_SITGROWUP_W54,4,"0.285075,0.296431,0.278471,0.140024"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FIN_SITGROWUP_W54,4,"0.275968,0.267478,0.265396,0.191158"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FIN_SITGROWUP_W54,4,"0.271127,0.281928,0.273254,0.173691"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,FIN_SITGROWUP_W54,4,"0.254434,0.266644,0.283841,0.195081"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FIN_SITGROWUP_W54,4,"0.298673,0.255469,0.251508,0.194350"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FTRWORRYa_W41,4,"0.409333,0.262229,0.207440,0.120999"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FTRWORRYa_W41,4,"0.335972,0.280715,0.249673,0.133640"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FTRWORRYa_W41,4,"0.321919,0.281882,0.256657,0.139542"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FTRWORRYa_W41,4,"0.382562,0.269166,0.212928,0.135345"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FTRWORRYa_W41,4,"0.368551,0.289279,0.225291,0.116879"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FTRWORRYa_W41,4,"0.320202,0.307936,0.249374,0.122488"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FTRWORRYa_W41,4,"0.297126,0.299456,0.270536,0.132883"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FTRWORRYa_W41,4,"0.354804,0.294143,0.225527,0.125525"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FTRWORRYa_W41,4,"0.361201,0.285734,0.224275,0.128790"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FTRWORRYa_W41,4,"0.319941,0.293594,0.253094,0.133371"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FTRWORRYa_W41,4,"0.313433,0.289878,0.261883,0.134806"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FTRWORRYa_W41,4,"0.360948,0.281107,0.224118,0.133827"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FTRWORRYa_W41,4,"0.372840,0.268547,0.209144,0.149469"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FTRWORRYa_W41,4,"0.324465,0.277530,0.237384,0.160622"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FTRWORRYa_W41,4,"0.369144,0.257704,0.205460,0.167691"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FTRWORRYe_W41,4,"0.368736,0.274021,0.215082,0.142160"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FTRWORRYe_W41,4,"0.299480,0.285766,0.258168,0.156587"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FTRWORRYe_W41,4,"0.288637,0.284163,0.269040,0.158160"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FTRWORRYe_W41,4,"0.342830,0.277632,0.221348,0.158190"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FTRWORRYe_W41,4,"0.324743,0.298001,0.237587,0.139670"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FTRWORRYe_W41,4,"0.289243,0.310313,0.257258,0.143186"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FTRWORRYe_W41,4,"0.270975,0.297608,0.281770,0.149647"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FTRWORRYe_W41,4,"0.323023,0.296422,0.232665,0.147891"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FTRWORRYe_W41,4,"0.321812,0.290733,0.235442,0.152013"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FTRWORRYe_W41,4,"0.288227,0.295062,0.262434,0.154277"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FTRWORRYe_W41,4,"0.285922,0.292702,0.270705,0.150670"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FTRWORRYe_W41,4,"0.328829,0.285692,0.231360,0.154119"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FTRWORRYe_W41,4,"0.334667,0.275290,0.217772,0.172272"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FTRWORRYe_W41,4,"0.292971,0.281748,0.244787,0.180494"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FTRWORRYe_W41,4,"0.339251,0.264209,0.210646,0.185894"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FUTRCLASSc_W41,3,"0.471412,0.242662,0.285926"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FUTRCLASSc_W41,3,"0.430066,0.252823,0.317111"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FUTRCLASSc_W41,3,"0.416495,0.256595,0.326910"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FUTRCLASSc_W41,3,"0.461690,0.247125,0.291185"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FUTRCLASSc_W41,3,"0.450350,0.256602,0.293048"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FUTRCLASSc_W41,3,"0.428554,0.257909,0.313537"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FUTRCLASSc_W41,3,"0.405976,0.260078,0.333947"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FUTRCLASSc_W41,3,"0.451998,0.251575,0.296427"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FUTRCLASSc_W41,3,"0.439530,0.258386,0.302084"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FUTRCLASSc_W41,3,"0.420297,0.254923,0.324780"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FUTRCLASSc_W41,3,"0.411141,0.253296,0.335563"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FUTRCLASSc_W41,3,"0.444793,0.249506,0.305701"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FUTRCLASSc_W41,3,"0.460465,0.244551,0.294985"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FUTRCLASSc_W41,3,"0.431520,0.247801,0.320679"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FUTRCLASSc_W41,3,"0.459853,0.238568,0.301579"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,FUTR_K_W41,3,"0.200352,0.540374,0.259274"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,FUTR_K_W41,3,"0.182752,0.520612,0.296636"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FUTR_K_W41,3,"0.174726,0.525725,0.299549"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FUTR_K_W41,3,"0.171044,0.587746,0.241210"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,FUTR_K_W41,3,"0.162282,0.584400,0.253318"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,FUTR_K_W41,3,"0.173080,0.520773,0.306147"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FUTR_K_W41,3,"0.175304,0.507260,0.317435"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FUTR_K_W41,3,"0.173359,0.568423,0.258218"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FUTR_K_W41,3,"0.153613,0.602824,0.243563"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,FUTR_K_W41,3,"0.165061,0.549738,0.285200"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FUTR_K_W41,3,"0.166678,0.533856,0.299466"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FUTR_K_W41,3,"0.163240,0.587849,0.248911"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,FUTR_K_W41,3,"0.159121,0.586605,0.254274"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FUTR_K_W41,3,"0.170564,0.525373,0.304063"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FUTR_K_W41,3,"0.169384,0.564136,0.266479"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,G1_W34,2,"0.558327,0.441673"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,G1_W34,2,"0.573678,0.426322"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,G1_W34,2,"0.527317,0.472683"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,G1_W34,2,"0.531209,0.468791"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,G1_W34,2,"0.503906,0.496094"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,G1_W34,2,"0.562177,0.437824"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,G1_W34,2,"0.515620,0.484380"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,G1_W34,2,"0.515620,0.484380"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,G1_W34,2,"0.496094,0.503906"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,G1_W34,2,"0.546738,0.453262"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,G1_W34,2,"0.523420,0.476580"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,G1_W34,2,"0.523420,0.476580"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,G1_W34,2,"0.511717,0.488283"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,G1_W34,2,"0.554470,0.445530"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,G1_W34,2,"0.538983,0.461017"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,G2_W34,2,"0.550607,0.449393"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,G2_W34,2,"0.535098,0.464902"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,G2_W34,2,"0.480479,0.519521"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,G2_W34,2,"0.500000,0.500000"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,G2_W34,2,"0.488283,0.511717"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,G2_W34,2,"0.538983,0.461017"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,G2_W34,2,"0.480479,0.519521"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,G2_W34,2,"0.496094,0.503906"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,G2_W34,2,"0.472683,0.527317"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,G2_W34,2,"0.511717,0.488283"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,G2_W34,2,"0.472683,0.527317"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,G2_W34,2,"0.488283,0.511717"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,G2_W34,2,"0.492188,0.507812"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,G2_W34,2,"0.515620,0.484380"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,G2_W34,2,"0.496094,0.503906"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,GAP21Q15_e_W82,5,"0.275277,0.307093,0.186262,0.112973,0.118395"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,GAP21Q15_e_W82,5,"0.255654,0.336051,0.197554,0.108251,0.102490"
