ty,gk,qk,n_opt,mouth_pred
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,ABORTIONRESTR_W32,2,"0.594551,0.405449"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV35c_W50,2,"0.665411,0.334589"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV35c_W50,2,"0.695958,0.304042"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV35c_W50,2,"0.609524,0.390476"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV35c_W50,2,"0.581303,0.418697"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV35c_W50,2,"0.654895,0.345105"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV35c_W50,2,"0.627951,0.372049"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV35c_W50,2,"0.618780,0.381220"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV35c_W50,2,"0.613237,0.386763"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV35c_W50,2,"0.670608,0.329392"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FAMSURV36b_W50,2,"0.737158,0.262842"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FAMSURV36b_W50,2,"0.677474,0.322526"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,FAMSURV36b_W50,2,"0.727975,0.272025"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,FAMSURV36b_W50,2,"0.631594,0.368406"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,FAMSURV36b_W50,2,"0.598312,0.401688"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,FAMSURV36b_W50,2,"0.592667,0.407333"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,FAMSURV36b_W50,2,"0.635222,0.364778"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,FAMSURV36b_W50,2,"0.646014,0.353986"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,FAMSURV36b_W50,2,"0.618780,0.381220"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,FAMSURV36b_W50,2,"0.620622,0.379378"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,FAMSURV36b_W50,2,"0.651355,0.348645"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,FAMSURV36b_W50,2,"0.653127,0.346873"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,FAMSURV36b_W50,2,"0.624294,0.375706"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV36b_W50,2,"0.629775,0.370225"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV36b_W50,2,"0.658418,0.341583"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV36b_W50,2,"0.583203,0.416797"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV36b_W50,2,"0.546738,0.453262"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV36b_W50,2,"0.618780,0.381220"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV36b_W50,2,"0.581303,0.418697"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV36b_W50,2,"0.585101,0.414899"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV36b_W50,2,"0.581303,0.418697"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV36b_W50,2,"0.629775,0.370225"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FAMSURV38c_W50,3,"0.472608,0.245186,0.282207"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FAMSURV38c_W50,3,"0.436671,0.248807,0.314522"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,FAMSURV38c_W50,3,"0.443225,0.254522,0.302253"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,FAMSURV38c_W50,3,"0.421929,0.278878,0.299193"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,FAMSURV38c_W50,3,"0.411163,0.276042,0.312796"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,FAMSURV38c_W50,3,"0.375635,0.290268,0.334097"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,FAMSURV38c_W50,3,"0.412269,0.278955,0.308775"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,FAMSURV38c_W50,3,"0.408489,0.280750,0.310762"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,FAMSURV38c_W50,3,"0.403200,0.272819,0.323981"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,FAMSURV38c_W50,3,"0.376014,0.281621,0.342365"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,FAMSURV38c_W50,3,"0.406382,0.277128,0.316490"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,FAMSURV38c_W50,3,"0.404807,0.284817,0.310376"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,FAMSURV38c_W50,3,"0.391974,0.277951,0.330075"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV38c_W50,3,"0.360813,0.292196,0.346991"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV38c_W50,3,"0.389407,0.282679,0.327914"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV38c_W50,3,"0.377044,0.302963,0.319993"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV38c_W50,3,"0.371978,0.291969,0.336054"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV38c_W50,3,"0.392671,0.291809,0.315520"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV38c_W50,3,"0.382855,0.284514,0.332631"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV38c_W50,3,"0.350220,0.299559,0.350220"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV38c_W50,3,"0.360129,0.296234,0.343637"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV38c_W50,3,"0.384840,0.285989,0.329171"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FAMSURV3_W50,3,"0.465864,0.284777,0.249359"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FAMSURV3_W50,3,"0.479951,0.267133,0.252916"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,FAMSURV3_W50,3,"0.453609,0.283862,0.262529"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,FAMSURV3_W50,3,"0.436887,0.312229,0.250883"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,FAMSURV3_W50,3,"0.466292,0.291798,0.241909"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,FAMSURV3_W50,3,"0.416723,0.312111,0.271167"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,FAMSURV3_W50,3,"0.437449,0.305388,0.257163"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,FAMSURV3_W50,3,"0.430648,0.310184,0.259168"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,FAMSURV3_W50,3,"0.464523,0.290691,0.244786"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,FAMSURV3_W50,3,"0.429300,0.302050,0.268649"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,FAMSURV3_W50,3,"0.439672,0.299830,0.260497"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,FAMSURV3_W50,3,"0.424196,0.310349,0.265455"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,FAMSURV3_W50,3,"0.454085,0.293179,0.252736"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV3_W50,3,"0.417604,0.312771,0.269625"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV3_W50,3,"0.430200,0.302683,0.267117"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV3_W50,3,"0.391266,0.326915,0.281819"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV3_W50,3,"0.419861,0.304787,0.275352"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV3_W50,3,"0.406382,0.316490,0.277128"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV3_W50,3,"0.426665,0.297860,0.275475"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV3_W50,3,"0.387161,0.315992,0.296847"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV3_W50,3,"0.398275,0.312609,0.289116"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV3_W50,3,"0.412358,0.306438,0.281204"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FAMSURV4_W50,2,"0.740174,0.259826"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FAMSURV4_W50,2,"0.783988,0.216012"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,FAMSURV4_W50,2,"0.793106,0.206894"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,FAMSURV4_W50,2,"0.692642,0.307358"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,FAMSURV4_W50,2,"0.735642,0.264358"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,FAMSURV4_W50,2,"0.690976,0.309024"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,FAMSURV4_W50,2,"0.735642,0.264358"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,FAMSURV4_W50,2,"0.694303,0.305697"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,FAMSURV4_W50,2,"0.759225,0.240775"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,FAMSURV4_W50,2,"0.721743,0.278257"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,FAMSURV4_W50,2,"0.750553,0.249447"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,FAMSURV4_W50,2,"0.679179,0.320821"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,FAMSURV4_W50,2,"0.740174,0.259826"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV4_W50,2,"0.704160,0.295840"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV4_W50,2,"0.727975,0.272025"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV4_W50,2,"0.603932,0.396068"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV4_W50,2,"0.660172,0.339828"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV4_W50,2,"0.653127,0.346873"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV4_W50,2,"0.705785,0.294215"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV4_W50,2,"0.665411,0.334589"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV4_W50,2,"0.647798,0.352202"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV4_W50,2,"0.717012,0.282988"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FAMSURV5a_W50,3,"0.332900,0.354370,0.312730"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FAMSURV5a_W50,3,"0.304397,0.358667,0.336936"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,FAMSURV5a_W50,3,"0.294259,0.374896,0.330845"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,FAMSURV5a_W50,3,"0.296532,0.377791,0.325677"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,FAMSURV5a_W50,3,"0.286306,0.376343,0.337351"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,FAMSURV5a_W50,3,"0.285011,0.360287,0.354702"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,FAMSURV5a_W50,3,"0.290918,0.379429,0.329653"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,FAMSURV5a_W50,3,"0.300109,0.367701,0.332190"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,FAMSURV5a_W50,3,"0.290494,0.367219,0.342286"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,FAMSURV5a_W50,3,"0.286612,0.356694,0.356694"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,FAMSURV5a_W50,3,"0.292734,0.372953,0.334313"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,FAMSURV5a_W50,3,"0.304184,0.366915,0.328901"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,FAMSURV5a_W50,3,"0.289761,0.363441,0.346798"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV5a_W50,3,"0.288206,0.353117,0.358678"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV5a_W50,3,"0.294437,0.369306,0.336257"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV5a_W50,3,"0.302842,0.351302,0.345856"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV5a_W50,3,"0.291327,0.343267,0.365406"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV5a_W50,3,"0.290494,0.367219,0.342286"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV5a_W50,3,"0.283428,0.358286,0.358286"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV5a_W50,3,"0.277026,0.350194,0.372780"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV5a_W50,3,"0.277906,0.359637,0.362457"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV5a_W50,3,"0.278594,0.371971,0.349435"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FAMSURV5b_W50,3,"0.427581,0.298500,0.273919"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FAMSURV5b_W50,3,"0.405853,0.306354,0.287793"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,FAMSURV5b_W50,3,"0.401849,0.315415,0.282736"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,FAMSURV5b_W50,3,"0.389538,0.325471,0.284992"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,FAMSURV5b_W50,3,"0.382132,0.329419,0.288449"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,FAMSURV5b_W50,3,"0.366184,0.318146,0.315670"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,FAMSURV5b_W50,3,"0.383849,0.330899,0.285252"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,FAMSURV5b_W50,3,"0.387096,0.318417,0.294487"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,FAMSURV5b_W50,3,"0.386204,0.317683,0.296113"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,FAMSURV5b_W50,3,"0.371640,0.315407,0.312953"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,FAMSURV5b_W50,3,"0.384195,0.323525,0.292280"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,FAMSURV5b_W50,3,"0.388951,0.317453,0.293596"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,FAMSURV5b_W50,3,"0.385309,0.316947,0.297744"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV5b_W50,3,"0.369804,0.311406,0.318791"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV5b_W50,3,"0.382348,0.324495,0.293157"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV5b_W50,3,"0.360761,0.320868,0.318371"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV5b_W50,3,"0.358962,0.319267,0.321771"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV5b_W50,3,"0.373324,0.324349,0.302327"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV5b_W50,3,"0.367956,0.322193,0.309850"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV5b_W50,3,"0.352668,0.318609,0.328723"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV5b_W50,3,"0.354454,0.327816,0.317730"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV5b_W50,3,"0.369519,0.331235,0.299246"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FAMSURV5c_W50,3,"0.415705,0.313791,0.270504"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FAMSURV5c_W50,3,"0.384840,0.329171,0.285989"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,FAMSURV5c_W50,3,"0.376485,0.334853,0.288661"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,FAMSURV5c_W50,3,"0.366710,0.349918,0.283372"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,FAMSURV5c_W50,3,"0.359666,0.351334,0.289000"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,FAMSURV5c_W50,3,"0.346394,0.335737,0.317869"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,FAMSURV5c_W50,3,"0.359666,0.351334,0.289000"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,FAMSURV5c_W50,3,"0.368200,0.340529,0.291270"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,FAMSURV5c_W50,3,"0.362899,0.340912,0.296189"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,FAMSURV5c_W50,3,"0.352668,0.328723,0.318609"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,FAMSURV5c_W50,3,"0.361094,0.341877,0.297028"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,FAMSURV5c_W50,3,"0.372682,0.339331,0.287987"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,FAMSURV5c_W50,3,"0.363737,0.341699,0.294563"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV5c_W50,3,"0.351761,0.330449,0.317790"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV5c_W50,3,"0.362765,0.343459,0.293776"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV5c_W50,3,"0.351664,0.335560,0.312776"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV5c_W50,3,"0.346436,0.333164,0.320401"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV5c_W50,3,"0.354871,0.343953,0.301175"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV5c_W50,3,"0.347115,0.341733,0.311152"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV5c_W50,3,"0.333327,0.330733,0.335941"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV5c_W50,3,"0.335859,0.341148,0.322993"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV5c_W50,3,"0.346090,0.346090,0.307819"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FAMSURV5d_W50,3,"0.366915,0.328901,0.304184"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FAMSURV5d_W50,3,"0.335065,0.335065,0.329870"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,FAMSURV5d_W50,3,"0.325431,0.349137,0.325431"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,FAMSURV5d_W50,3,"0.324382,0.356264,0.319353"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,FAMSURV5d_W50,3,"0.313477,0.358002,0.328521"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,FAMSURV5d_W50,3,"0.304474,0.342330,0.353196"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,FAMSURV5d_W50,3,"0.314195,0.361636,0.324169"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,FAMSURV5d_W50,3,"0.327149,0.348248,0.324603"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,FAMSURV5d_W50,3,"0.314491,0.348110,0.337399"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,FAMSURV5d_W50,3,"0.308572,0.336263,0.355165"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,FAMSURV5d_W50,3,"0.316098,0.352633,0.331268"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,FAMSURV5d_W50,3,"0.332329,0.345567,0.322104"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,FAMSURV5d_W50,3,"0.316197,0.344572,0.339230"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV5d_W50,3,"0.308520,0.333590,0.357890"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV5d_W50,3,"0.320361,0.349109,0.330530"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV5d_W50,3,"0.320440,0.338453,0.341107"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV5d_W50,3,"0.306856,0.334393,0.358751"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV5d_W50,3,"0.317008,0.348165,0.334827"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV5d_W50,3,"0.302842,0.345856,0.351302"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV5d_W50,3,"0.295209,0.334516,0.370275"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV5d_W50,3,"0.297865,0.342841,0.359294"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV5d_W50,3,"0.302842,0.351302,0.345856"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FAMSURV7_W50,3,"0.354694,0.267737,0.377569"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FAMSURV7_W50,3,"0.297588,0.248644,0.453768"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,FAMSURV7_W50,3,"0.307048,0.256548,0.436403"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,FAMSURV7_W50,3,"0.302757,0.286644,0.410599"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,FAMSURV7_W50,3,"0.287799,0.276774,0.435427"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,FAMSURV7_W50,3,"0.268473,0.274839,0.456688"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,FAMSURV7_W50,3,"0.291390,0.284640,0.423970"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,FAMSURV7_W50,3,"0.296253,0.282687,0.421060"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,FAMSURV7_W50,3,"0.273019,0.262560,0.464421"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,FAMSURV7_W50,3,"0.268813,0.266721,0.464467"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,FAMSURV7_W50,3,"0.283269,0.274554,0.442177"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,FAMSURV7_W50,3,"0.313035,0.285021,0.401944"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,FAMSURV7_W50,3,"0.281695,0.264628,0.453677"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV7_W50,3,"0.270762,0.268655,0.460582"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV7_W50,3,"0.296253,0.282687,0.421060"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV7_W50,3,"0.309491,0.302321,0.388188"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV7_W50,3,"0.283019,0.278632,0.438349"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV7_W50,3,"0.308990,0.288011,0.402999"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV7_W50,3,"0.287279,0.267774,0.444947"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV7_W50,3,"0.274654,0.272517,0.452829"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV7_W50,3,"0.290385,0.277087,0.432527"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV7_W50,3,"0.301782,0.272637,0.425581"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FAMSURV8_W50,2,"0.573678,0.426322"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FAMSURV8_W50,2,"0.607663,0.392337"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,FAMSURV8_W50,2,"0.602062,0.397938"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,FAMSURV8_W50,2,"0.548674,0.451327"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,FAMSURV8_W50,2,"0.583203,0.416797"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,FAMSURV8_W50,2,"0.558327,0.441673"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,FAMSURV8_W50,2,"0.585101,0.414899"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,FAMSURV8_W50,2,"0.548674,0.451327"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,FAMSURV8_W50,2,"0.590779,0.409221"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,FAMSURV8_W50,2,"0.562177,0.437824"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,FAMSURV8_W50,2,"0.581303,0.418697"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,FAMSURV8_W50,2,"0.537041,0.462959"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,FAMSURV8_W50,2,"0.573678,0.426322"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,FAMSURV8_W50,2,"0.546738,0.453262"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,FAMSURV8_W50,2,"0.564098,0.435902"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,FAMSURV8_W50,2,"0.509764,0.490236"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,FAMSURV8_W50,2,"0.556400,0.443600"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,FAMSURV8_W50,2,"0.519521,0.480479"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,FAMSURV8_W50,2,"0.564098,0.435902"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,FAMSURV8_W50,2,"0.535098,0.464902"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,FAMSURV8_W50,2,"0.525369,0.474631"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,FAMSURV8_W50,2,"0.552540,0.447460"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,FATHER_W50,2,"0.620622,0.379378"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,FATHER_W50,2,"0.607663,0.392337"
