ty,gk,qk,n_opt,mouth_pred
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,ADMISSIONa_W43,3,"0.338125,0.310281,0.351594"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,FAMSURV26c_W50,4,"0.264861,0.209523,0.260755,0.264861"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,FAMSURV26c_W50,4,"0.211354,0.208077,0.277819,0.302750"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV26c_W50,4,"0.216877,0.210204,0.298761,0.274158"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV26c_W50,4,"0.236398,0.187006,0.245815,0.330780"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,FAMSURV26c_W50,4,"0.212272,0.229521,0.285644,0.272563"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,FAMSURV26c_W50,4,"0.196339,0.240559,0.294739,0.268363"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV26c_W50,4,"0.195327,0.233776,0.312131,0.258766"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV26c_W50,4,"0.212627,0.228115,0.288365,0.270893"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,FAMSURV26c_W50,4,"0.206171,0.221190,0.279610,0.293029"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Independent,FAMSURV26c_W50,4,"0.189620,0.225179,0.286886,0.298314"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,FAMSURV26c_W50,4,"0.196672,0.226368,0.295240,0.281720"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV26c_W50,4,"0.227516,0.225746,0.272301,0.274437"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV26c_W50,4,"0.212724,0.230009,0.286251,0.271017"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,FAMSURV26c_W50,4,"0.176614,0.219800,0.312399,0.291187"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV26c_W50,4,"0.182857,0.227570,0.333709,0.255864"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,FAMSURV26c_W50,4,"0.212949,0.224919,0.275577,0.286555"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV26c_W50,4,"0.221414,0.233860,0.275554,0.269171"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV26c_W50,4,"0.190164,0.227596,0.294531,0.287709"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,FAMSURV26c_W50,4,"0.194887,0.231434,0.311429,0.262249"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,FAMSURV26c_W50,4,"0.211834,0.229047,0.276284,0.282835"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FAMSURV26c_W50,4,"0.199693,0.228056,0.279421,0.292830"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,FAMSURV26c_W50,4,"0.206624,0.232313,0.293672,0.267391"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,FAMSURV26c_W50,4,"0.222839,0.217677,0.252510,0.306974"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV26c_W50,4,"0.222004,0.218562,0.269888,0.289547"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV26c_W50,4,"0.205123,0.216653,0.265449,0.312775"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV26c_W50,4,"0.217766,0.222930,0.284021,0.275282"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,FAMSURV26c_W50,4,"0.238793,0.190383,0.226085,0.344739"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,FAMSURV2We_W50,3,"0.330160,0.382992,0.286848"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,FAMSURV2We_W50,3,"0.282330,0.407591,0.310079"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV2We_W50,3,"0.269371,0.410742,0.319886"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV2We_W50,3,"0.302822,0.379824,0.317355"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,FAMSURV2We_W50,3,"0.275098,0.422765,0.302137"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,FAMSURV2We_W50,3,"0.271348,0.423568,0.305084"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV2We_W50,3,"0.256641,0.426449,0.316910"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV2We_W50,3,"0.261780,0.424911,0.313309"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,FAMSURV2We_W50,3,"0.269550,0.427387,0.303063"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Independent,FAMSURV2We_W50,3,"0.266098,0.425223,0.308679"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Republican,FAMSURV2We_W50,3,"0.297210,0.393740,0.309050"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV2We_W50,3,"0.265455,0.424196,0.310349"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,FAMSURV2We_W50,3,"0.270283,0.418623,0.311094"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV2We_W50,3,"0.308387,0.380807,0.310806"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV2We_W50,3,"0.251286,0.447965,0.300749"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,FAMSURV2We_W50,3,"0.232643,0.466295,0.301062"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV2We_W50,3,"0.224128,0.467123,0.308749"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,FAMSURV2We_W50,3,"0.270700,0.422557,0.306743"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV2We_W50,3,"0.263694,0.428017,0.308289"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV2We_W50,3,"0.252968,0.437089,0.309943"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,FAMSURV2We_W50,3,"0.244553,0.446302,0.309144"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,FAMSURV2We_W50,3,"0.265320,0.434034,0.300647"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FAMSURV2We_W50,3,"0.269806,0.424464,0.305730"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,FAMSURV2We_W50,3,"0.265035,0.420229,0.314737"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV2We_W50,3,"0.298425,0.398450,0.303125"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,FAMSURV2We_W50,3,"0.303573,0.392853,0.303573"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV2We_W50,3,"0.253641,0.445153,0.301206"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV2We_W50,3,"0.266981,0.423315,0.309704"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV2We_W50,3,"0.260705,0.419873,0.319422"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,FAMSURV2We_W50,3,"0.297007,0.396557,0.306435"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,FAMSURV30b_W50,3,"0.379143,0.264685,0.356172"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,FAMSURV30b_W50,3,"0.314017,0.285916,0.400068"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV30b_W50,3,"0.303796,0.280965,0.415239"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV30b_W50,3,"0.320912,0.270235,0.408853"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,FAMSURV30b_W50,3,"0.316019,0.308699,0.375282"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,FAMSURV30b_W50,3,"0.299380,0.316208,0.384412"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV30b_W50,3,"0.285717,0.311357,0.402926"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV30b_W50,3,"0.308212,0.308212,0.383576"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,FAMSURV30b_W50,3,"0.314522,0.300119,0.385360"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,FAMSURV30b_W50,3,"0.293541,0.305235,0.401224"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV30b_W50,3,"0.320347,0.287157,0.392497"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV30b_W50,3,"0.300995,0.303355,0.395650"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,FAMSURV30b_W50,3,"0.270283,0.311094,0.418623"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV30b_W50,3,"0.267377,0.305355,0.427268"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,FAMSURV30b_W50,3,"0.292144,0.299072,0.408783"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV30b_W50,3,"0.305434,0.305434,0.389133"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV30b_W50,3,"0.281848,0.314424,0.403728"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,FAMSURV30b_W50,3,"0.278281,0.310445,0.411273"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,FAMSURV30b_W50,3,"0.298124,0.310000,0.391876"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FAMSURV30b_W50,3,"0.285916,0.314017,0.400068"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,FAMSURV30b_W50,3,"0.283013,0.308410,0.408577"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,FAMSURV30b_W50,3,"0.304534,0.295164,0.400302"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV30b_W50,3,"0.287321,0.301110,0.411569"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV30b_W50,3,"0.274695,0.306445,0.418860"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV30b_W50,3,"0.274833,0.299496,0.425670"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,FAMSURV30b_W50,3,"0.292627,0.274898,0.432475"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,FAMSURV30e_W50,3,"0.380869,0.255703,0.363428"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,FAMSURV30e_W50,3,"0.309447,0.277387,0.413166"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV30e_W50,3,"0.300138,0.273279,0.426583"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV30e_W50,3,"0.319813,0.263071,0.417115"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,FAMSURV30e_W50,3,"0.313042,0.303411,0.383547"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,FAMSURV30e_W50,3,"0.293541,0.305235,0.401224"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV30e_W50,3,"0.284132,0.302457,0.413410"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV30e_W50,3,"0.305009,0.300280,0.394711"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,FAMSURV30e_W50,3,"0.310228,0.291432,0.398340"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,FAMSURV30e_W50,3,"0.287736,0.296869,0.415395"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV30e_W50,3,"0.314803,0.277812,0.407385"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV30e_W50,3,"0.296756,0.294446,0.408798"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,FAMSURV30e_W50,3,"0.264744,0.295343,0.439913"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV30e_W50,3,"0.262011,0.292294,0.445695"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,FAMSURV30e_W50,3,"0.294575,0.290008,0.415417"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV30e_W50,3,"0.301235,0.296564,0.402201"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV30e_W50,3,"0.278225,0.300833,0.420941"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,FAMSURV30e_W50,3,"0.275475,0.297860,0.426665"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,FAMSURV30e_W50,3,"0.294008,0.300980,0.405013"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FAMSURV30e_W50,3,"0.280965,0.303796,0.415239"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,FAMSURV30e_W50,3,"0.278878,0.299193,0.421929"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,FAMSURV30e_W50,3,"0.302078,0.288244,0.409678"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV30e_W50,3,"0.283697,0.290424,0.425879"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV30e_W50,3,"0.269003,0.297759,0.433237"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV30e_W50,3,"0.268704,0.288277,0.443018"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,FAMSURV30e_W50,3,"0.286876,0.265317,0.447807"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,FAMSURV32e_W50,4,"0.415619,0.256055,0.202556,0.125770"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,FAMSURV32e_W50,4,"0.350644,0.299922,0.219428,0.130006"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV32e_W50,4,"0.300356,0.295699,0.260954,0.142991"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV32e_W50,4,"0.335116,0.291153,0.221498,0.152233"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,FAMSURV32e_W50,4,"0.329607,0.314513,0.224772,0.131108"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,FAMSURV32e_W50,4,"0.306085,0.328381,0.232857,0.132678"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV32e_W50,4,"0.264036,0.320986,0.270298,0.144680"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV32e_W50,4,"0.320221,0.300820,0.237968,0.140991"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,FAMSURV32e_W50,4,"0.305857,0.310673,0.230873,0.152598"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Independent,FAMSURV32e_W50,4,"0.282081,0.319640,0.241277,0.157002"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Republican,FAMSURV32e_W50,4,"0.260916,0.307434,0.250920,0.180731"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV32e_W50,4,"0.318993,0.314048,0.229762,0.137197"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,FAMSURV32e_W50,4,"0.302039,0.321519,0.237073,0.139368"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV32e_W50,4,"0.301374,0.303737,0.242160,0.152729"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV32e_W50,4,"0.303597,0.325712,0.232776,0.137915"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,FAMSURV32e_W50,4,"0.278923,0.341743,0.242332,0.137002"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV32e_W50,4,"0.238386,0.336178,0.283090,0.142347"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,FAMSURV32e_W50,4,"0.258288,0.326507,0.252305,0.162900"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV32e_W50,4,"0.300873,0.312858,0.236158,0.150111"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV32e_W50,4,"0.271951,0.325482,0.247614,0.154953"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,FAMSURV32e_W50,4,"0.239985,0.325467,0.278387,0.156161"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,FAMSURV32e_W50,4,"0.317606,0.315135,0.225217,0.142042"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FAMSURV32e_W50,4,"0.301885,0.318854,0.233279,0.145982"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,FAMSURV32e_W50,4,"0.268348,0.308867,0.266260,0.156526"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV32e_W50,4,"0.265845,0.301242,0.245867,0.187046"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,FAMSURV32e_W50,4,"0.291137,0.305109,0.233935,0.169819"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV32e_W50,4,"0.363061,0.315433,0.198941,0.122564"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV32e_W50,4,"0.326621,0.324079,0.214203,0.135096"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV32e_W50,4,"0.281243,0.311307,0.258083,0.149367"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,FAMSURV32e_W50,4,"0.325626,0.313152,0.208604,0.152618"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,FAMSURV34A_W50,3,"0.145950,0.568294,0.285756"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,FAMSURV34A_W50,3,"0.112366,0.536070,0.351563"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV34A_W50,3,"0.112471,0.504060,0.383469"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV34A_W50,3,"0.114744,0.578184,0.307071"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,FAMSURV34A_W50,3,"0.105586,0.602880,0.291534"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,FAMSURV34A_W50,3,"0.094528,0.588175,0.317297"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV34A_W50,3,"0.095729,0.525656,0.378615"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV34A_W50,3,"0.112072,0.573614,0.314314"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,FAMSURV34A_W50,3,"0.103404,0.599715,0.296881"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Independent,FAMSURV34A_W50,3,"0.100186,0.550130,0.349684"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Republican,FAMSURV34A_W50,3,"0.101251,0.601155,0.297594"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV34A_W50,3,"0.107323,0.589321,0.303356"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,FAMSURV34A_W50,3,"0.098516,0.549477,0.352008"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV34A_W50,3,"0.100479,0.615510,0.284011"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV34A_W50,3,"0.112557,0.554025,0.333418"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,FAMSURV34A_W50,3,"0.086714,0.539551,0.373736"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV34A_W50,3,"0.087605,0.504134,0.408260"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,FAMSURV34A_W50,3,"0.095721,0.572780,0.331499"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV34A_W50,3,"0.115601,0.560187,0.324212"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV34A_W50,3,"0.093245,0.549311,0.357444"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,FAMSURV34A_W50,3,"0.089221,0.538069,0.372710"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,FAMSURV34A_W50,3,"0.107081,0.592603,0.300316"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FAMSURV34A_W50,3,"0.105834,0.541685,0.352481"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,FAMSURV34A_W50,3,"0.113253,0.503616,0.383131"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV34A_W50,3,"0.125100,0.518524,0.356376"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,FAMSURV34A_W50,3,"0.099605,0.600696,0.299699"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV34A_W50,3,"0.098900,0.605838,0.295262"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV34A_W50,3,"0.112647,0.520873,0.366480"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV34A_W50,3,"0.124822,0.478493,0.396685"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,FAMSURV34A_W50,3,"0.106264,0.578961,0.314776"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,FAMSURV36b_W50,2,"0.718594,0.281406"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,FAMSURV36b_W50,2,"0.667148,0.332852"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV36b_W50,2,"0.638835,0.361165"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV36b_W50,2,"0.692642,0.307358"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,FAMSURV36b_W50,2,"0.665411,0.334589"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,FAMSURV36b_W50,2,"0.622459,0.377541"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV36b_W50,2,"0.613237,0.386763"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV36b_W50,2,"0.658418,0.341583"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,FAMSURV36b_W50,2,"0.677474,0.322526"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Independent,FAMSURV36b_W50,2,"0.633410,0.366590"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Republican,FAMSURV36b_W50,2,"0.663669,0.336331"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV36b_W50,2,"0.661923,0.338077"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,FAMSURV36b_W50,2,"0.640636,0.359364"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV36b_W50,2,"0.677474,0.322526"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV36b_W50,2,"0.622459,0.377541"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,FAMSURV36b_W50,2,"0.605799,0.394201"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV36b_W50,2,"0.585101,0.414899"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,FAMSURV36b_W50,2,"0.611382,0.388618"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV36b_W50,2,"0.640636,0.359364"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV36b_W50,2,"0.629775,0.370225"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,FAMSURV36b_W50,2,"0.622459,0.377541"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,FAMSURV36b_W50,2,"0.653127,0.346873"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FAMSURV36b_W50,2,"0.607663,0.392337"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,FAMSURV36b_W50,2,"0.588889,0.411111"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV36b_W50,2,"0.603932,0.396068"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,FAMSURV36b_W50,2,"0.653127,0.346873"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV36b_W50,2,"0.660172,0.339828"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV36b_W50,2,"0.596433,0.403567"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV36b_W50,2,"0.573678,0.426322"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,FAMSURV36b_W50,2,"0.660172,0.339828"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,FAMSURV5b_W50,3,"0.456688,0.268473,0.274839"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,FAMSURV5b_W50,3,"0.426844,0.288817,0.284339"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV5b_W50,3,"0.389653,0.287312,0.323034"
