ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,CANDEXP_W92,4,"0.364941,0.282005,0.214538,0.138516"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,SOCIETY_SSM_W92,5,"0.216726,0.205192,0.230704,0.164877,0.182502"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,SOCIETY_TRANS_W92,5,"0.193974,0.252989,0.298094,0.145280,0.109663"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,SOCIETY_TRANS_W92,5,"0.153285,0.235564,0.373502,0.136334,0.101315"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,SOCIETY_TRANS_W92,5,"0.201465,0.264821,0.252694,0.156901,0.124119"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,SOCIETY_TRANS_W92,5,"0.181918,0.246718,0.307045,0.137319,0.126999"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,SOCIETY_TRANS_W92,5,"0.223822,0.216936,0.229130,0.162477,0.167635"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,TALK_CPS_W29,6,"0.239521,0.213034,0.169846,0.114029,0.134359,0.129212"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,TALK_CPS_W29,6,"0.227804,0.193335,0.176033,0.115445,0.145937,0.141447"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,TALK_CPS_W29,6,"0.244477,0.197983,0.162856,0.118221,0.140391,0.136072"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,TALK_CPS_W29,6,"0.218237,0.218237,0.178120,0.119584,0.135507,0.130315"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,TALK_CPS_W29,6,"0.227683,0.202506,0.160195,0.115384,0.141372,0.152859"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,USMILSIZ_W92,5,"0.167801,0.184293,0.344305,0.213784,0.089817"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,USMILSIZ_W92,5,"0.172262,0.199827,0.324352,0.206171,0.097388"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,USMILSIZ_W92,5,"0.178811,0.197926,0.321265,0.191836,0.110162"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,WILLMOVE_W32,4,"0.316303,0.323804,0.235056,0.124837"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,WILLMOVE_W32,4,"0.285093,0.330714,0.241955,0.142238"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,WILLMOVE_W32,4,"0.283421,0.331353,0.248172,0.137054"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,E5MOD_W50,3,"0.300186,0.334881,0.364933"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,E5MOD_W50,3,"0.334617,0.286213,0.379170"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,E5_W36,3,"0.322255,0.298037,0.379709"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,E5_W36,3,"0.351146,0.250953,0.397901"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FAMSURV1_W50,3,"0.375434,0.252054,0.372512"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FAMSURV1_W50,3,"0.397292,0.240970,0.361738"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FAMSURV30b_W50,3,"0.306361,0.306361,0.387277"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FAMSURV30b_W50,3,"0.326184,0.321127,0.352689"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FAMSURV30b_W50,3,"0.313723,0.313723,0.372555"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FAMSURV30b_W50,3,"0.303977,0.323582,0.372441"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,FREECOLL_W92,4,"0.305479,0.315176,0.213259,0.166086"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,FREECOLL_W92,4,"0.282342,0.319935,0.230441,0.167282"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FREECOLL_W92,4,"0.326149,0.321092,0.188761,0.163998"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,FREECOLL_W92,4,"0.286555,0.314719,0.217999,0.180728"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,FREECOLL_W92,4,"0.284228,0.297868,0.217925,0.199979"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,FREECOLL_W92,4,"0.304298,0.285862,0.188943,0.220897"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,GUNCONTRIBC_W26,4,"0.253752,0.203895,0.270117,0.272236"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,GUNCONTRIBC_W26,4,"0.305195,0.209757,0.234001,0.251047"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,GUNCONTRIBC_W26,4,"0.297577,0.193637,0.233571,0.275214"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,GUNCONTRIBC_W26,4,"0.261752,0.200692,0.247822,0.289733"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,WORRY2a_W54,5,"0.239532,0.178005,0.256981,0.165919,0.159563"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,WORRY2a_W54,5,"0.241318,0.177936,0.235727,0.176552,0.168467"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,WORRY2c_W54,5,"0.246167,0.175928,0.252005,0.171852,0.154048"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,WORRY2c_W54,5,"0.242864,0.176301,0.231743,0.184762,0.164330"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,WORRY2e_W54,5,"0.224441,0.160400,0.270727,0.178940,0.165492"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,WORRY2e_W54,5,"0.235068,0.160302,0.242530,0.187412,0.174688"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,CAREREL_W27,5,"0.382920,0.148787,0.077795,0.082812,0.307685"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,CAREREL_W27,5,"0.353367,0.170877,0.117442,0.085254,0.273061"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,CONCERNGOV_W49,4,"0.497985,0.248454,0.148359,0.105202"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,4,"0.399532,0.294597,0.204061,0.101810"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,DATAUSEe_W49,2,"0.724870,0.275130"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,DATAUSEe_W49,2,"0.660172,0.339828"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FAMSURV23d_W50,3,"0.419357,0.314084,0.266559"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FAMSURV23d_W50,3,"0.311720,0.326679,0.361601"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FAMSURV29_W50,4,"0.273154,0.262690,0.221207,0.242949"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FAMSURV29_W50,4,"0.209075,0.268457,0.258173,0.264295"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FAMSURV29_W50,4,"0.257749,0.276524,0.231044,0.234683"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FAMSURV29_W50,4,"0.238230,0.272068,0.247720,0.241982"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FAMSURV29_W50,4,"0.194013,0.267265,0.269361,0.269361"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FAMSURV29_W50,4,"0.253038,0.263118,0.226822,0.257023"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,FAMSURV30e_W50,3,"0.342841,0.297865,0.359294"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FAMSURV30e_W50,3,"0.286397,0.300141,0.413462"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,INEQ5_k_W54,4,"0.484771,0.223685,0.153736,0.137808"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,INEQ5_k_W54,4,"0.413334,0.254648,0.196776,0.135242"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,INEQ8_a_W54,4,"0.556423,0.304895,0.093717,0.044966"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,INEQ8_a_W54,4,"0.430024,0.364957,0.148612,0.056407"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV13_W43,4,"0.337025,0.260433,0.198127,0.204416"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV13_W43,4,"0.293193,0.277589,0.221313,0.207905"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV13_W43,4,"0.268767,0.281665,0.254464,0.195104"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV13_W43,4,"0.284631,0.273727,0.223409,0.218234"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV14_W43,4,"0.126404,0.069264,0.104793,0.699539"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV14_W43,4,"0.147366,0.123129,0.181973,0.547532"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV14_W43,4,"0.135798,0.112581,0.218707,0.532913"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV14_W43,4,"0.116604,0.064900,0.092965,0.725532"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,ROMRELSER_W50,4,"0.451226,0.257101,0.173963,0.117709"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,ROMRELSER_W50,4,"0.356196,0.295297,0.214363,0.134145"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,ROMRELSER_W50,4,"0.341702,0.294565,0.233020,0.130713"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV47c_W43,4,"0.118264,0.149499,0.299647,0.432590"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV47c_W43,4,"0.132151,0.159405,0.250779,0.457664"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV47c_W43,4,"0.124913,0.138267,0.238903,0.497917"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV5h_W43,5,"0.233326,0.199574,0.193434,0.157876,0.215791"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV5h_W43,5,"0.249546,0.198955,0.182572,0.163656,0.205271"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV5h_W43,5,"0.247108,0.198557,0.177985,0.163329,0.213021"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,USEXCEPT_W92,3,"0.291270,0.340529,0.368200"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,USEXCEPT_W92,3,"0.302848,0.348576,0.348576"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,CONFd_F1_W42,4,"0.342261,0.353126,0.193497,0.111116"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,CONFd_F1_W42,4,"0.356893,0.359692,0.186606,0.096810"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,ECON3_d_W54,4,"0.336610,0.285678,0.225990,0.151722"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,ECON3_d_W54,4,"0.360279,0.269836,0.218520,0.151365"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,ECON4_d_W54,4,"0.361438,0.268598,0.210825,0.159139"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,ECON4_d_W54,4,"0.383382,0.255388,0.198896,0.162334"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FAMSURV23b_W50,3,"0.434966,0.313295,0.251739"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FAMSURV23b_W50,3,"0.466597,0.306002,0.227401"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FAMSURV23b_W50,3,"0.406764,0.307042,0.286194"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FAMSURV23f_W50,3,"0.380505,0.325463,0.294032"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FAMSURV23f_W50,3,"0.392983,0.328350,0.278667"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FAMSURV23f_W50,3,"0.347336,0.321233,0.331430"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FAMSURV27b_W50,4,"0.213688,0.261816,0.289804,0.234691"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FAMSURV27b_W50,4,"0.217761,0.254589,0.288487,0.239164"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FAMSURV27b_W50,4,"0.207739,0.254527,0.292958,0.244776"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FAMSURV27b_W50,4,"0.209473,0.239226,0.288562,0.262739"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FAMSURV27d_W50,4,"0.204643,0.264828,0.293138,0.237390"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FAMSURV27d_W50,4,"0.210011,0.261363,0.296164,0.232461"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,FAMSURV27d_W50,4,"0.202624,0.258149,0.294816,0.244411"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FAMSURV27d_W50,4,"0.201364,0.244797,0.295281,0.258557"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,FAMSURV30f_W50,3,"0.287529,0.287529,0.424941"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FAMSURV30f_W50,3,"0.290424,0.283697,0.425879"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,FAMSURV30f_W50,3,"0.257492,0.276249,0.466259"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FAMSURV30f_W50,3,"0.280108,0.275765,0.444127"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,INEQ4_e_W54,4,"0.452014,0.265726,0.142233,0.140028"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,INEQ4_e_W54,4,"0.541152,0.257627,0.122649,0.078572"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,INEQ4_e_W54,4,"0.472291,0.288706,0.150953,0.088050"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,INEQ5_l_W54,4,"0.307544,0.247118,0.233967,0.211371"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,INEQ5_l_W54,4,"0.300723,0.236040,0.239758,0.223479"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,INEQ8_i_W54,4,"0.365105,0.329845,0.195426,0.109624"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,INEQ8_i_W54,4,"0.343389,0.332824,0.214887,0.108900"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,POP2_W42,4,"0.227243,0.274108,0.305790,0.192859"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,POP2_W42,4,"0.196479,0.246440,0.387705,0.169376"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV11_W43,3,"0.281015,0.352472,0.366513"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV11_W43,3,"0.268418,0.350083,0.381499"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV17_W43,4,"0.423849,0.226870,0.172594,0.176687"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV17_W43,4,"0.479046,0.201262,0.161719,0.157973"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV17_W43,4,"0.428605,0.218910,0.165242,0.187244"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV19d_W43,3,"0.405853,0.306354,0.287793"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV19d_W43,3,"0.385396,0.312103,0.302501"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV29a_W43,4,"0.284906,0.315362,0.239915,0.159818"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV29a_W43,4,"0.294241,0.320646,0.243935,0.141178"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV29a_W43,4,"0.266923,0.324496,0.269017,0.139564"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV29a_W43,4,"0.276602,0.313431,0.242200,0.167767"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV29b_W43,4,"0.242567,0.328970,0.264334,0.164129"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV29b_W43,4,"0.235132,0.329009,0.279227,0.156632"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV29b_W43,4,"0.224784,0.332209,0.300126,0.142881"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV29b_W43,4,"0.235596,0.319516,0.271170,0.173718"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV34d_W43,5,"0.262479,0.212562,0.181814,0.165543,0.177602"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV34d_W43,5,"0.257538,0.213506,0.174259,0.166279,0.188419"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV34e_W43,5,"0.239481,0.203245,0.187971,0.173845,0.195459"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV34e_W43,5,"0.233004,0.204025,0.181464,0.175881,0.205626"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV44_W43,4,"0.255341,0.269694,0.251382,0.223584"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV44_W43,4,"0.256003,0.262073,0.256003,0.225921"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV47e_W43,4,"0.219452,0.321805,0.252587,0.206156"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV47e_W43,4,"0.214443,0.314460,0.256655,0.214443"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV5f_W43,5,"0.204279,0.194924,0.160340,0.176100,0.264357"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV5f_W43,5,"0.201196,0.191983,0.154263,0.177555,0.275003"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV5j_W43,5,"0.207499,0.201115,0.186001,0.202692,0.202692"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV5j_W43,5,"0.203126,0.203126,0.177863,0.207943,0.207943"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RQ4_F1Ab_W42,4,"0.390172,0.249954,0.194664,0.165209"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RQ4_F1Ab_W42,4,"0.354404,0.261321,0.245488,0.138787"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RQ4_F1Ac_W42,4,"0.324278,0.290680,0.219417,0.165625"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RQ4_F1Ac_W42,4,"0.303314,0.289424,0.259438,0.147823"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RQ8_F1B_W42,4,"0.265734,0.249634,0.229077,0.255554"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RQ8_F1B_W42,4,"0.267793,0.249610,0.253541,0.229055"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RQ8_F1B_W42,4,"0.249256,0.251211,0.284660,0.214872"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,EVOTHREE_W34,2,"0.752013,0.247987"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,EVOTHREE_W34,2,"0.737158,0.262842"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,FAMSURV30a_W50,3,"0.313572,0.311132,0.375296"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,FAMSURV30a_W50,3,"0.297261,0.299593,0.403146"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,GOVPRIOfF1_W41,4,"0.386398,0.308063,0.183953,0.121586"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,GOVPRIOfF1_W41,4,"0.371421,0.307918,0.188227,0.132434"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,GOVPRIOhF1_W41,4,"0.329390,0.221142,0.231755,0.217713"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,GOVPRIOhF1_W41,4,"0.318524,0.217215,0.231224,0.233037"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,GUNLOCKED2_W26,2,"0.571767,0.428233"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,GUNLOCKED2_W26,2,"0.571767,0.428233"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,ROBJOB8F_W27,4,"0.295699,0.254908,0.241342,0.208050"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,ROBJOB8F_W27,4,"0.284901,0.251425,0.241793,0.221881"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,WHYNOTBIZF2A_W36,3,"0.513216,0.240540,0.246244"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,WHYNOTBIZF2A_W36,3,"0.494408,0.240955,0.264637"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,GAP21Q24_W82,4,"0.395861,0.335963,0.162461,0.105715"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,GAP21Q24_W82,4,"0.403837,0.293155,0.149729,0.153279"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,GAP21Q32_W82,4,"0.331281,0.294647,0.225914,0.148158"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,GAP21Q32_W82,4,"0.339269,0.266296,0.215653,0.178782"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,GAP21Q34_e_W82,4,"0.278193,0.338197,0.220069,0.163541"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,GAP21Q34_e_W82,4,"0.308916,0.299411,0.176015,0.215658"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,GAP21Q38_c_W82,4,"0.296844,0.232995,0.224069,0.246092"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,GAP21Q38_c_W82,4,"0.323049,0.189911,0.192901,0.294139"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,INEQ8_d_W54,4,"0.455609,0.328163,0.152610,0.063617"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,INEQ8_d_W54,4,"0.505317,0.292455,0.119089,0.083138"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,REPRSNTREP_W92,4,"0.171950,0.180203,0.334043,0.313804"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,REPRSNTREP_W92,4,"0.267611,0.157320,0.271825,0.303243"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,WHADVANT_W92,4,"0.387313,0.213895,0.196281,0.202511"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,WHADVANT_W92,4,"0.442568,0.185937,0.143681,0.227814"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,CARS3A_W27,4,"0.364526,0.314241,0.215975,0.105258"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,CARS3A_W27,4,"0.386461,0.322901,0.189823,0.100814"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,COMMIMPH_W32,4,"0.272783,0.224385,0.323937,0.178895"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,COMMIMPH_W32,4,"0.259377,0.261411,0.310433,0.168780"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,COMMIMPH_W32,4,"0.256859,0.248956,0.300298,0.193887"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,COMMIMPH_W32,4,"0.264677,0.252557,0.302271,0.180494"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,COMMYRS_W32,5,"0.154317,0.160464,0.207656,0.210926,0.266636"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,COMMYRS_W32,5,"0.134242,0.160667,0.155723,0.224813,0.324555"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV25_W50,4,"0.294226,0.259653,0.257633,0.188488"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV25_W50,4,"0.327666,0.232350,0.221710,0.218273"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV25_W50,4,"0.313839,0.268440,0.233225,0.184496"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV25_W50,4,"0.323784,0.254141,0.233213,0.188862"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV25_W50,4,"0.259355,0.296193,0.267588,0.176865"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV25_W50,4,"0.299563,0.272755,0.229683,0.197999"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV25_W50,4,"0.293283,0.282048,0.233826,0.190843"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FAMSURV25_W50,4,"0.316727,0.273036,0.221111,0.189126"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV25_W50,4,"0.352232,0.263810,0.205455,0.178503"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV25_W50,4,"0.334692,0.275310,0.209445,0.180553"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV30a_W50,3,"0.303471,0.278480,0.418049"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FAMSURV30a_W50,3,"0.286808,0.314997,0.398194"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FAMSURV6_W50,4,"0.358632,0.264438,0.229748,0.147182"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,FAMSURV6_W50,4,"0.378766,0.297297,0.184596,0.139340"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV6_W50,4,"0.333116,0.287164,0.230742,0.148978"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV6_W50,4,"0.343214,0.295869,0.209802,0.151115"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FAMSURV6_W50,4,"0.323154,0.291945,0.211929,0.172972"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,FAMSURV6_W50,4,"0.294388,0.274400,0.249844,0.181367"
